,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.57,0.81,0.49,0.87,1.0,1.0,0.52,0.33
jicarilla.csv,0.04,0.0,0.16,0.0,0.0,0.03,0.07,0.44
optalgtoolkit.csv,0.33,0.45,0.84,0.56,0.34,0.23,0.59,1.0
ossim.csv,0.3,0.2,0.32,0.29,0.03,0.32,0.48,0.89
projectts.csv,0.09,0.22,0.24,0.47,0.57,0.77,0.44,0.0
sabbu.csv,0.22,0.47,0.16,0.39,0.58,0.06,0.37,0.11
vxl.csv,0.35,0.35,0.24,0.34,0.79,0.77,0.11,0.06
zact.csv,0.72,0.14,0.24,0.29,0.24,0.0,0.7,0.44
