,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.37,0.29,0.3,0.25,0.65,0.32,0.06,0.36,0.61,0.12,0.19,0.76,0.77,0.1,0.64,0.63,0.21,0.48
arm-webradio.csv,0.51,0.38,0.32,0.21,0.73,0.5,0.21,0.69,0.58,0.14,0.0,0.55,0.39,0.09,0.66,0.83,0.05,0.79
bwapi.csv,0.73,0.22,0.22,0.18,0.49,0.54,0.45,0.11,0.31,0.19,0.35,0.84,0.69,0.1,0.44,0.86,0.18,0.23
co-ode-owl-plugins.csv,0.58,0.34,0.36,0.23,0.76,0.51,0.33,0.63,0.63,0.17,0.09,0.54,0.3,0.12,0.59,0.7,0.11,0.79
firebreath.csv,0.61,0.29,0.29,0.27,0.69,0.63,0.43,0.13,0.53,0.25,0.18,0.83,0.72,0.26,0.62,0.51,0.24,0.41
frogatto.csv,0.73,0.28,0.25,0.26,0.6,0.57,0.51,0.15,0.58,0.33,0.36,0.8,0.68,0.1,0.69,0.38,0.27,0.32
gretl.csv,0.76,0.22,0.25,0.28,0.71,0.47,0.4,0.33,0.4,0.2,0.2,0.81,0.58,0.2,0.69,0.83,0.13,0.52
jasperreports.csv,0.49,0.18,0.22,0.16,0.46,0.53,0.43,0.11,0.19,0.18,0.38,0.77,0.7,0.43,0.34,0.22,0.09,0.02
konversation.csv,0.49,0.29,0.51,0.28,0.54,0.59,0.36,0.31,0.2,0.18,0.28,0.64,0.37,0.22,0.27,0.22,0.06,0.32
linuxsh.csv,0.51,0.5,0.32,0.2,0.66,0.25,0.0,0.52,0.62,0.17,0.0,0.24,0.25,0.0,0.58,0.58,0.0,0.49
moviesandbox.csv,0.76,0.37,0.35,0.26,0.73,0.55,0.14,0.41,0.66,0.2,0.11,0.34,0.33,0.15,0.56,0.37,0.13,0.3
ontomorphtab.csv,0.76,0.29,0.21,0.23,0.72,0.56,0.43,0.14,0.62,0.22,0.35,0.88,0.76,0.19,0.66,0.84,0.14,0.42
opengs.csv,0.16,0.39,0.45,0.4,0.69,0.35,0.09,0.11,0.68,0.27,0.0,0.47,0.37,0.08,0.42,0.43,0.5,0.0
scite-ru.csv,0.75,0.33,0.22,0.23,0.74,0.5,0.47,0.34,0.68,0.25,0.36,0.69,0.54,0.1,0.68,0.85,0.2,0.42
tokratan.csv,0.5,0.33,0.39,0.35,0.65,0.4,0.17,0.08,0.66,0.37,0.27,0.8,0.57,0.14,0.28,0.24,0.38,0.29
vrjuggler.csv,0.6,0.0,0.39,0.07,0.36,0.19,0.32,0.48,0.17,0.21,0.39,0.12,0.13,0.04,0.51,0.39,0.0,0.35
wxcode.csv,0.43,0.0,0.42,0.28,0.27,0.32,0.49,0.1,0.0,0.42,0.25,0.49,0.49,0.31,0.15,0.14,0.5,0.02
xuggle.csv,0.6,0.3,0.31,0.43,0.68,0.51,0.48,0.17,0.67,0.29,0.15,0.71,0.68,0.09,0.68,0.81,0.37,0.44
