,recall,precision,pf,wins
alleg.csv,0.635,0.31,0.435,5
arm-webradio.csv,0.49,0.45999999999999996,0.405,13
bwapi.csv,0.845,0.25,0.93,1
co-ode-owl-plugins.csv,0.655,0.495,0.4,17
firebreath.csv,0.71,0.335,0.48,8
frogatto.csv,0.675,0.29,0.56,3
gretl.csv,0.725,0.325,0.56,4
jasperreports.csv,0.43,0.255,0.665,0
konversation.csv,0.385,0.35,0.245,9
linuxsh.csv,0.385,0.42,0.17,15
moviesandbox.csv,0.56,0.325,0.36,7
ontomorphtab.csv,0.94,0.28,0.91,2
opengs.csv,0.31,0.495,0.17,16
scite-ru.csv,0.875,0.33999999999999997,0.66,6
tokratan.csv,0.55,0.36,0.24,12
vrjuggler.csv,0.24,0.39,0.18,10
wxcode.csv,0.27,0.42500000000000004,0.15000000000000002,14
xuggle.csv,0.705,0.375,0.42000000000000004,11
