,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.87,0.8,0.9,0.9,0.75,0.68,0.72,0.83,0.72,0.78,0.69,0.77,0.78,0.91,0.57,0.87,0.01,0.58
buddata-ebxml-registry.csv,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.0
co-ode-owl-plugins.csv,0.76,0.89,0.48,1.0,0.57,0.6,0.79,0.84,0.9,0.0,0.8,0.88,0.65,0.9,0.65,0.63,0.69,0.87
firebreath.csv,0.73,0.73,0.7,0.52,0.61,0.62,0.76,0.04,0.57,0.98,0.72,0.72,0.7,0.88,0.82,0.6,0.89,0.82
gretl.csv,0.76,0.87,0.93,0.68,0.95,0.91,0.66,0.96,0.86,0.8,1.0,0.93,0.68,0.87,0.03,0.79,0.84,0.76
konversation.csv,0.84,0.97,0.69,0.08,0.81,0.69,0.83,0.92,0.9,0.94,0.91,0.94,0.95,1.0,0.86,0.95,0.72,0.94
lazarus-ccr.csv,0.0,0.6,0.67,0.83,0.93,0.95,0.83,0.92,0.88,0.34,0.84,0.61,0.64,0.72,0.85,0.96,0.93,0.64
linuxsh.csv,0.84,0.92,0.09,0.59,0.91,0.5,0.88,0.84,1.0,0.95,0.87,0.57,0.93,1.0,0.92,0.96,0.97,0.75
migen.csv,0.7,0.69,0.7,0.72,0.52,0.74,0.03,0.67,0.96,0.79,0.83,0.76,0.76,0.62,0.8,0.73,0.75,0.83
moviesandbox.csv,0.66,0.72,0.54,0.48,0.64,0.09,0.57,0.62,0.91,0.73,0.71,0.45,0.62,0.64,0.78,0.76,0.73,0.82
mvnforum.csv,0.62,0.73,0.91,0.85,0.79,0.75,0.8,0.7,0.89,0.79,0.77,0.77,0.06,0.89,0.96,0.7,0.96,0.93
ontomorphtab.csv,0.82,0.06,0.53,0.51,0.52,0.57,0.77,0.67,0.69,0.51,0.57,0.57,0.6,0.83,0.76,0.72,0.85,0.49
opengs.csv,0.69,0.66,0.82,0.38,0.6,0.53,0.62,0.73,0.83,0.85,0.02,0.58,0.89,0.94,0.83,0.86,0.88,1.05
plplot.csv,0.81,0.56,0.73,0.45,0.43,0.5,0.57,0.52,0.54,0.91,0.59,0.39,0.75,0.83,0.61,0.1,0.68,0.83
scite-ru.csv,0.79,0.81,1.02,0.55,0.65,0.87,0.74,0.82,0.14,0.73,0.75,0.92,0.86,0.77,0.85,0.69,0.83,0.8
tokratan.csv,0.96,0.97,0.91,0.68,0.76,0.75,0.88,0.84,0.86,1.0,0.93,0.0,0.76,0.89,0.92,0.81,0.93,0.96
vrjuggler.csv,0.84,0.8,1.0,0.5,0.71,0.76,0.62,0.73,0.74,0.83,0.8,0.53,0.76,0.06,0.91,0.87,0.96,0.84
xuggle.csv,0.89,0.94,0.42,0.76,0.09,0.87,0.72,0.75,0.75,0.76,0.7,0.9,0.87,0.84,0.52,0.86,0.91,1.06
