,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.44,0.3,0.21,0.2,0.44,0.44,0.48,0.28,0.37,0.36,0.61,0.36,0.36,0.22,0.56,0.22,0.99,0.52
buddata-ebxml-registry.csv,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0
co-ode-owl-plugins.csv,0.33,0.17,0.7,0.0,0.5,0.69,0.28,0.2,0.12,1.0,0.24,0.23,0.43,0.14,0.42,0.47,0.39,0.16
firebreath.csv,0.63,0.58,0.63,0.74,0.69,0.62,0.57,0.98,0.61,0.34,0.54,0.64,0.46,0.42,0.5,0.47,0.43,0.5
gretl.csv,0.59,0.42,0.39,0.7,0.21,0.33,0.64,0.17,0.44,0.53,0.0,0.29,0.64,0.22,0.99,0.53,0.49,0.58
konversation.csv,0.2,0.04,0.4,0.93,0.24,0.37,0.21,0.1,0.17,0.07,0.11,0.09,0.07,0.0,0.25,0.06,0.4,0.07
lazarus-ccr.csv,1.0,0.6,0.48,0.51,0.3,0.24,0.41,0.3,0.41,0.77,0.25,0.62,0.68,0.63,0.19,0.26,0.18,0.58
linuxsh.csv,0.2,0.11,0.93,0.47,0.11,0.6,0.15,0.2,0.0,0.07,0.16,0.51,0.13,0.0,0.1,0.06,0.04,0.29
migen.csv,0.37,0.36,0.4,0.37,0.56,0.31,0.98,0.4,0.06,0.26,0.22,0.31,0.32,0.48,0.26,0.41,0.44,0.25
moviesandbox.csv,0.42,0.34,0.63,0.61,0.42,0.93,0.51,0.45,0.12,0.32,0.35,0.67,0.44,0.47,0.36,0.28,0.46,0.22
mvnforum.csv,0.46,0.33,0.11,0.2,0.26,0.36,0.28,0.57,0.17,0.26,0.3,0.31,0.95,0.28,0.06,0.37,0.06,0.09
ontomorphtab.csv,0.25,0.95,0.69,0.7,0.63,0.68,0.45,0.6,0.42,0.59,0.56,0.7,0.63,0.22,0.31,0.37,0.22,0.61
opengs.csv,0.42,0.46,0.21,0.69,0.46,0.56,0.45,0.32,0.22,0.2,0.98,0.55,0.25,0.07,0.2,0.17,0.15,0.27
plplot.csv,0.51,0.51,0.46,0.72,0.72,0.62,0.59,0.55,0.59,0.2,0.62,0.73,0.42,0.39,0.66,0.92,0.62,0.36
scite-ru.csv,0.54,0.54,0.0,0.69,0.66,0.45,0.58,0.51,0.88,0.54,0.58,0.3,0.45,0.4,0.18,0.46,0.22,0.53
tokratan.csv,0.05,0.04,0.11,0.38,0.28,0.29,0.15,0.2,0.17,0.0,0.09,1.0,0.32,0.22,0.1,0.23,0.09,0.05
vrjuggler.csv,0.44,0.53,0.0,0.66,0.37,0.29,0.52,0.44,0.33,0.49,0.26,0.61,0.32,0.95,0.12,0.17,0.06,0.48
xuggle.csv,0.2,0.38,0.77,0.29,0.93,0.17,0.56,0.31,0.33,0.57,0.59,0.41,0.46,0.22,0.55,0.17,0.36,0.0
