,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.43,0.36,0.12,0.09,0.16,0.49,0.45,0.27,0.33,0.2,0.56,0.15,0.29,0.14,0.67,0.19,0.99,0.64
buddata-ebxml-registry.csv,0.63,0.79,0.29,0.21,0.2,0.72,0.61,0.56,0.45,0.28,0.58,0.2,0.45,0.35,0.91,0.42,0.76,1.0
co-ode-owl-plugins.csv,0.36,0.22,0.39,0.0,0.32,0.72,0.32,0.25,0.17,1.0,0.33,0.09,0.4,0.13,0.53,0.4,0.47,0.24
firebreath.csv,0.65,0.68,0.32,0.3,0.25,0.64,0.6,0.97,0.46,0.19,0.48,0.24,0.36,0.31,0.82,0.44,0.58,0.78
gretl.csv,0.64,0.71,0.22,0.28,0.2,0.72,0.61,0.54,0.43,0.29,0.58,0.18,0.48,0.16,0.99,0.38,0.62,0.91
konversation.csv,0.26,0.06,0.27,0.96,0.25,0.45,0.27,0.14,0.15,0.1,0.17,0.08,0.1,0.0,0.34,0.08,0.46,0.11
lazarus-ccr.csv,1.0,0.66,0.27,0.24,0.2,0.69,0.38,0.56,0.43,0.5,0.26,0.23,0.5,0.39,0.27,0.36,0.21,0.73
linuxsh.csv,0.27,0.15,0.95,0.48,0.14,0.64,0.2,0.26,0.0,0.09,0.21,0.29,0.12,0.0,0.14,0.07,0.06,0.4
migen.csv,0.42,0.47,0.26,0.2,0.32,0.39,0.99,0.44,0.08,0.23,0.26,0.17,0.3,0.37,0.34,0.31,0.5,0.34
moviesandbox.csv,0.46,0.43,0.35,0.35,0.32,0.95,0.54,0.49,0.15,0.32,0.42,0.32,0.47,0.34,0.46,0.36,0.52,0.3
mvnforum.csv,0.5,0.42,0.13,0.13,0.19,0.41,0.31,0.49,0.16,0.25,0.33,0.17,0.97,0.17,0.09,0.35,0.09,0.14
ontomorphtab.csv,0.29,0.97,0.36,0.3,0.28,0.69,0.42,0.52,0.36,0.39,0.53,0.26,0.46,0.21,0.41,0.33,0.29,0.73
opengs.csv,0.44,0.53,0.22,0.43,0.36,0.61,0.49,0.38,0.24,0.18,0.99,0.24,0.2,0.12,0.29,0.23,0.21,0.41
plplot.csv,0.58,0.59,0.23,0.33,0.33,0.66,0.56,0.58,0.48,0.11,0.56,0.35,0.32,0.22,0.81,0.95,0.71,0.5
scite-ru.csv,0.57,0.8,0.0,0.28,0.24,0.57,0.55,0.48,0.9,0.26,0.56,0.21,0.49,0.24,0.26,0.35,0.29,0.82
tokratan.csv,0.08,0.05,0.14,0.3,0.28,0.38,0.2,0.24,0.24,0.0,0.14,1.0,0.29,0.15,0.14,0.31,0.12,0.09
vrjuggler.csv,0.42,0.69,0.0,0.3,0.22,0.37,0.51,0.39,0.32,0.31,0.3,0.26,0.3,0.97,0.18,0.19,0.08,0.75
xuggle.csv,0.22,0.51,0.44,0.22,0.95,0.23,0.52,0.36,0.31,0.28,0.53,0.16,0.35,0.19,0.66,0.2,0.7,0.75
