,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.34,0.42,0.33,0.35,0.38,0.35
jahshaka.csv,0.6,0.57,0.48,0.87,0.5,0.43
jam-daq.csv,0.49,0.75,0.88,0.37,0.9,0.41
jatlas.csv,0.34,0.68,0.38,0.4,0.64,0.45
jedit.csv,0.42,0.45,0.42,0.36,0.41,0.36
open-media-library.csv,0.38,0.69,0.5,0.38,0.5,0.37
