,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.85,1.0,1.0,0.0,0.97,0.96
jahshaka.csv,0.19,0.24,0.59,0.0,0.66,0.7
jam-daq.csv,0.43,0.04,0.15,0.0,0.13,0.31
jatlas.csv,0.76,0.51,0.72,0.33,0.15,0.43
jedit.csv,0.21,0.84,0.57,1.0,0.94,1.0
open-media-library.csv,0.73,0.16,0.26,1.0,0.44,0.61
