,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,0.96
jahshaka.csv,0.53,0.31,0.82,0.75,0.77,0.79
jam-daq.csv,0.6,0.82,0.77,0.53,0.61,0.43
jatlas.csv,0.77,0.68,0.79,0.6,0.15,0.6
jedit.csv,0.3,0.84,0.65,1.0,0.94,1.0
open-media-library.csv,0.75,0.57,0.44,1.03,0.44,0.61
