,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,7.0,12.0,30.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0
bdbbasic.csv,4.0,5.0,31.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,35.0,0.0
crux-framework.csv,105.0,1.0,411.0,70.0,82.0,116.0,99.0,135.0,67.0,136.0,95.0,153.0,152.0,0.0,0.0,57.0
echongl.csv,0.0,41.0,1.0,1.0,9.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,52.0,8.0
etherboot.csv,5.0,22.0,15.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0
freebios.csv,13.0,10.0,71.0,2.0,0.0,7.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,34.0,4.0
gebr.csv,0.0,24.0,78.0,0.0,2.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,52.0,2.0
glelite.csv,0.0,45.0,1.0,2.0,0.0,5.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,68.0,1.0
gnukeda.csv,4.0,7.0,10.0,0.0,4.0,4.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,52.0,1.0
google-gears.csv,0.0,21.0,11.0,1.0,1.0,3.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,18.0,0.0
gstreamer.csv,0.0,7.0,33.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0
jnode.csv,105.0,1.0,0.0,70.0,82.0,116.0,99.0,135.0,67.0,136.0,0.0,153.0,0.0,342.0,111.0,57.0
metacosm.csv,7.0,4.0,55.0,0.0,13.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0
openmeetings.csv,4.0,0.0,32.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,4.0
tradelink.csv,0.0,155.0,1.0,1.0,82.0,5.0,0.0,135.0,2.0,0.0,0.0,0.0,0.0,1.0,111.0,57.0
wxcrp.csv,0.0,43.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0
