,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.75,0.35,0.49,0.77,0.73,0.05,0.84,0.76,0.79,0.96,0.71,0.78,0.81,0.72,0.24,0.61
bdbbasic.csv,0.52,0.39,0.56,0.55,0.58,0.58,0.8,0.71,0.16,0.73,0.41,0.59,0.71,0.55,0.55,0.42
crux-framework.csv,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.0,1.0
echongl.csv,0.72,0.76,0.69,0.83,0.65,0.9,0.65,0.55,0.88,0.04,0.57,0.73,1.01,0.85,0.85,0.91
etherboot.csv,0.65,0.84,0.95,0.91,0.0,0.9,0.9,0.9,0.83,0.87,0.8,0.72,0.81,0.75,0.68,0.86
freebios.csv,0.67,0.44,0.72,0.89,0.77,0.65,0.03,0.81,0.6,0.65,0.63,0.85,0.75,0.72,0.61,0.69
gebr.csv,0.8,0.84,0.69,0.69,0.7,0.88,0.86,0.03,0.78,0.89,0.79,0.56,1.03,0.74,0.83,0.76
glelite.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.97,0.0,1.0,1.0,1.0
gnukeda.csv,0.76,0.4,0.65,0.06,0.79,0.76,0.95,0.52,0.5,0.9,0.79,0.54,0.69,0.65,0.81,0.61
google-gears.csv,0.78,0.48,0.49,0.67,0.76,0.66,0.94,0.59,0.65,0.92,0.8,0.03,1.02,0.61,0.43,0.61
gstreamer.csv,0.62,0.38,0.58,0.68,0.75,0.64,0.8,0.56,0.52,0.59,0.57,0.6,0.85,0.03,0.82,0.56
jnode.csv,1.0,0.91,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.99,1.0,1.0,1.0
metacosm.csv,0.7,0.3,0.72,0.62,0.91,0.45,0.94,0.72,0.58,0.71,0.64,0.74,0.73,0.73,0.73,0.07
openmeetings.csv,0.84,0.05,0.7,0.88,0.91,0.66,0.86,0.96,0.68,0.77,0.74,0.8,0.97,0.62,0.69,0.65
tradelink.csv,0.97,1.0,0.94,0.97,1.0,0.87,0.96,1.0,0.95,0.88,0.11,0.9,0.99,0.98,1.0,1.0
wxcrp.csv,0.06,0.77,0.55,0.77,0.91,0.79,0.98,0.8,0.89,0.89,0.61,0.79,0.91,0.88,0.63,0.71
