,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.67,0.27,0.42,0.64,0.44,0.47,0.99,0.09,0.3,0.24,0.66,0.63,0.6,0.09,0.51,0.47,0.37,0.65,0.56
aubit4gl.csv,0.35,0.57,0.37,0.57,0.55,0.37,0.41,0.0,0.93,0.5,0.5,0.52,0.39,0.52,0.42,0.39,0.4,0.44,0.65
ipfilter.csv,0.38,0.36,0.77,0.45,0.57,0.27,0.38,0.36,0.54,0.47,0.8,0.46,0.49,0.24,0.47,0.64,1.0,0.59,0.63
jmol.csv,0.45,0.0,0.57,0.44,0.53,0.49,0.41,0.84,0.33,0.38,0.58,1.0,0.47,0.38,0.45,0.45,0.62,0.66,0.36
liferea.csv,0.33,0.21,0.2,0.51,0.4,1.0,0.09,0.37,0.36,0.61,0.47,0.6,0.47,0.5,0.36,0.31,0.32,0.39,0.13
miranda-icq.csv,0.36,0.3,0.2,0.34,0.33,0.35,0.32,0.37,0.54,0.49,0.61,0.36,0.22,0.51,0.21,0.98,0.4,0.34,0.25
moving-pictures.csv,0.56,0.3,0.62,0.57,0.68,0.27,0.09,0.69,0.34,0.67,0.5,0.37,0.67,0.47,1.0,0.41,0.38,0.45,0.45
opensim4opencog.csv,0.09,0.0,0.0,0.13,0.09,0.1,0.31,0.38,0.35,0.53,0.93,0.38,0.17,0.16,0.13,0.25,0.11,0.2,0.13
pclasses.csv,0.29,1.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.09,0.0,0.41
pfaedit.csv,0.52,0.21,0.51,0.55,0.53,0.62,0.24,0.66,0.51,0.95,0.51,0.61,0.42,0.45,0.46,0.44,0.16,0.45,0.52
plearn.csv,0.84,0.58,0.2,0.53,0.4,0.26,0.5,0.35,0.48,0.41,0.11,0.59,0.54,0.41,0.53,0.48,0.45,0.35,0.53
psrchive.csv,0.17,0.21,0.0,0.05,1.0,0.0,0.14,0.38,0.42,0.13,0.2,0.12,0.13,0.11,0.09,0.25,0.11,0.17,0.06
re2c.csv,0.41,0.4,1.0,0.39,0.62,0.18,0.19,0.68,0.24,0.09,0.16,0.32,0.28,0.0,0.51,0.24,0.25,0.22,0.28
rockbox.csv,0.38,0.4,0.0,0.61,0.46,0.6,0.33,0.0,0.39,0.26,0.2,0.45,0.52,0.2,0.36,0.51,0.44,0.46,1.0
theresa.csv,0.1,0.0,0.0,0.05,0.17,0.0,0.0,1.0,0.07,0.18,0.05,0.04,0.13,0.05,0.0,0.02,0.05,0.05,0.0
tktoolkit.csv,0.65,0.38,0.09,0.42,0.49,0.1,0.52,0.49,0.39,0.0,0.46,0.47,0.3,0.89,0.46,0.5,0.37,0.21,0.0
tzod.csv,0.64,0.41,0.35,0.97,0.53,0.5,0.44,0.96,0.58,0.57,0.65,0.44,0.48,0.51,0.41,0.33,0.25,0.29,0.24
yaprm.csv,0.43,0.41,0.79,0.4,0.39,0.35,0.23,0.91,0.37,0.24,0.3,0.27,0.98,0.05,0.47,0.22,0.11,0.25,0.29
zemljanka.csv,0.3,0.71,0.0,0.4,0.21,0.21,0.13,0.0,0.46,0.13,0.17,0.0,0.3,0.13,0.35,0.05,0.2,1.0,0.13
