,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.44,0.42,0.47,0.44,0.38,0.37,0.5,0.42,0.34,0.3,0.4,0.34,0.36,0.4,0.33,0.41,0.38,0.46,0.54
aubit4gl.csv,0.72,0.77,0.93,0.56,0.63,0.44,0.59,0.8,0.49,0.53,0.72,0.63,0.69,0.8,0.59,0.55,0.68,0.7,0.52
ipfilter.csv,0.45,0.44,0.81,0.63,0.55,0.33,0.62,0.44,0.38,0.35,0.41,0.37,0.55,0.41,0.42,0.53,0.43,0.61,0.53
jmol.csv,0.71,0.93,0.43,0.76,0.38,0.42,0.62,0.44,0.38,0.3,0.51,0.38,0.35,0.42,0.58,0.44,0.46,0.46,0.8
liferea.csv,0.76,0.62,0.5,0.48,0.79,0.77,0.67,0.73,0.53,0.39,0.5,0.4,0.56,0.44,0.59,0.58,0.55,0.47,0.83
miranda-icq.csv,0.74,0.8,0.83,0.93,0.87,0.82,0.83,0.59,0.39,0.61,0.52,0.62,0.93,0.39,0.82,0.81,0.75,0.62,0.8
moving-pictures.csv,0.51,0.69,0.5,0.45,0.46,0.89,0.88,0.79,0.66,0.35,0.72,0.74,0.41,0.49,0.5,0.59,0.71,0.55,0.51
opensim4opencog.csv,0.93,0.75,0.75,0.9,0.83,0.83,0.92,0.88,0.48,0.46,0.95,0.78,0.9,0.93,0.86,0.69,0.8,0.76,0.75
pclasses.csv,0.89,0.91,0.0,0.78,0.0,0.0,0.0,0.67,0.0,0.0,0.67,0.0,0.67,0.0,0.67,0.0,0.67,0.0,0.59
pfaedit.csv,0.57,0.8,0.42,0.58,0.55,0.45,0.78,0.57,0.37,0.37,0.51,0.39,0.52,0.57,0.5,0.63,0.88,0.58,0.46
plearn.csv,0.74,0.48,0.45,0.4,0.68,0.68,0.57,0.63,0.52,0.35,0.96,0.46,0.4,0.66,0.43,0.73,0.5,0.93,0.53
psrchive.csv,0.9,0.92,0.0,0.0,0.93,0.5,0.94,0.75,0.79,0.92,0.89,0.9,0.88,0.88,0.5,0.97,0.83,0.97,0.67
re2c.csv,0.7,0.65,0.83,0.6,0.6,0.73,0.88,0.5,0.95,0.91,0.98,0.84,0.71,0.86,0.52,0.92,0.9,0.98,0.67
rockbox.csv,0.63,0.52,0.0,0.4,0.5,0.38,0.67,0.6,0.59,0.89,0.97,0.51,0.4,0.96,0.65,0.41,0.46,0.47,0.47
theresa.csv,0.88,0.0,0.67,0.0,0.67,0.0,0.0,0.67,0.86,0.88,0.67,0.67,0.75,0.75,0.0,0.8,0.5,0.88,0.0
tktoolkit.csv,0.43,0.41,0.41,0.39,0.4,0.86,0.42,0.42,0.4,0.34,0.69,0.47,0.34,0.95,0.73,0.66,0.86,0.97,0.44
tzod.csv,0.48,0.92,0.5,0.58,0.63,0.67,0.67,0.73,0.45,0.43,0.48,0.58,0.54,0.6,0.85,0.56,0.81,0.68,0.73
yaprm.csv,0.68,0.92,0.7,0.61,0.52,0.83,0.83,0.58,0.68,0.94,0.95,0.8,0.5,0.95,0.67,0.7,0.88,0.85,0.79
zemljanka.csv,0.39,0.4,0.42,0.37,0.38,0.31,0.42,0.42,0.34,0.31,0.41,0.33,0.31,0.39,0.3,0.38,0.36,0.45,0.46
