,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.8,0.91,0.83,0.74,0.86,0.92,1.0,1.0,0.91,1.0,0.78,0.87,0.89,0.96,0.68,0.92,0.93,0.85,0.74
aubit4gl.csv,0.32,0.55,0.33,0.59,0.57,0.38,0.41,0.0,0.93,0.48,0.48,0.5,0.35,0.48,0.39,0.38,0.37,0.42,0.68
ipfilter.csv,0.81,0.82,0.83,0.44,0.64,1.0,0.56,1.0,0.89,0.85,0.91,0.82,0.54,0.91,0.54,0.81,1.0,0.65,0.84
jmol.csv,0.42,0.0,0.67,0.41,0.79,0.69,0.49,1.0,0.81,0.96,0.61,1.0,0.92,0.96,0.43,0.88,0.74,0.69,0.32
liferea.csv,0.29,0.18,0.17,0.48,0.36,1.0,0.07,0.33,0.33,0.61,0.43,0.59,0.43,0.48,0.32,0.27,0.28,0.35,0.11
miranda-icq.csv,0.32,0.27,0.17,0.3,0.29,0.31,0.27,0.33,0.56,0.44,0.61,0.33,0.19,0.52,0.18,0.98,0.35,0.31,0.21
moving-pictures.csv,0.54,0.27,0.67,0.67,0.86,0.23,0.07,0.67,0.3,0.76,0.48,0.33,0.73,0.43,1.0,0.37,0.35,0.42,0.84
opensim4opencog.csv,0.07,0.0,0.0,0.11,0.07,0.08,0.27,0.33,0.31,0.5,0.91,0.34,0.14,0.13,0.11,0.21,0.09,0.17,0.11
pclasses.csv,0.25,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.07,0.0,0.07,0.0,0.47
pfaedit.csv,0.49,0.18,0.5,0.52,0.5,0.69,0.2,0.67,0.52,0.94,0.48,0.6,0.38,0.43,0.43,0.4,0.13,0.42,0.47
plearn.csv,0.81,0.73,0.17,0.78,0.36,0.23,0.59,0.33,0.57,0.81,0.09,0.67,0.78,0.39,0.61,0.46,0.63,0.33,0.68
psrchive.csv,0.14,0.18,0.0,0.04,1.0,0.0,0.12,0.33,0.37,0.11,0.17,0.1,0.11,0.09,0.07,0.21,0.09,0.14,0.05
re2c.csv,0.37,0.36,1.0,0.37,0.64,0.15,0.17,0.67,0.2,0.07,0.13,0.28,0.24,0.0,0.54,0.21,0.22,0.19,0.26
rockbox.csv,0.34,0.36,0.0,0.7,0.43,0.62,0.29,0.0,0.35,0.22,0.17,0.44,0.51,0.17,0.32,0.52,0.41,0.42,1.0
theresa.csv,0.08,0.0,0.0,0.04,0.14,0.0,0.0,1.0,0.06,0.15,0.04,0.03,0.11,0.04,0.0,0.02,0.04,0.04,0.0
tktoolkit.csv,0.85,1.0,1.0,0.78,0.93,0.08,0.73,1.0,0.89,0.81,0.43,0.66,0.97,0.87,0.43,0.5,0.33,0.18,0.95
tzod.csv,0.68,0.36,0.33,0.96,0.5,0.46,0.41,1.0,0.57,0.57,0.7,0.45,0.49,0.48,0.36,0.29,0.22,0.25,0.21
yaprm.csv,0.39,0.36,0.83,0.37,0.36,0.31,0.2,1.0,0.33,0.2,0.26,0.23,0.97,0.04,0.43,0.19,0.09,0.22,0.26
zemljanka.csv,0.95,0.91,1.0,0.96,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.96,0.97,1.0,0.93,0.96,0.87,1.0,1.0
