,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.35,0.16,0.1,0.42,0.16,0.24,0.98,0.06,0.53,0.62,0.15,0.85,0.54,0.13,0.45,0.28,0.72,0.97,0.38
aubit4gl.csv,0.21,0.23,0.14,0.41,0.17,0.15,0.5,0.0,0.94,0.65,0.14,0.85,0.5,0.24,0.5,0.2,0.68,0.96,0.48
ipfilter.csv,0.27,0.15,0.19,0.34,0.16,0.24,0.49,0.06,0.56,0.61,0.21,0.81,0.45,0.13,0.42,0.3,1.0,0.96,0.42
jmol.csv,0.3,0.0,0.11,0.38,0.16,0.21,0.48,0.11,0.51,0.63,0.14,1.0,0.52,0.14,0.46,0.27,0.74,0.97,0.4
liferea.csv,0.33,0.12,0.07,0.48,0.21,1.0,1.0,0.09,0.47,0.72,0.19,0.88,0.59,0.15,0.53,0.24,0.65,0.97,0.33
miranda-icq.csv,0.36,0.1,0.17,0.53,0.17,0.36,0.92,0.06,0.54,0.86,0.18,0.79,0.5,0.12,0.45,0.98,1.0,0.94,0.8
moving-pictures.csv,0.4,0.09,0.13,0.37,0.2,0.33,0.38,0.14,0.55,0.68,0.15,0.85,0.59,0.18,1.0,0.28,0.67,0.97,0.37
opensim4opencog.csv,0.29,0.0,0.0,0.3,0.17,0.17,0.85,0.12,0.55,0.73,1.0,0.83,0.5,0.11,0.43,0.23,0.8,1.0,0.5
pclasses.csv,0.39,1.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,1.0,0.0,0.28
pfaedit.csv,0.37,0.4,0.12,0.54,0.23,0.27,0.89,0.1,0.52,1.0,0.16,0.88,0.52,0.13,0.55,0.4,0.75,0.97,0.69
plearn.csv,0.96,0.17,0.05,0.36,0.26,0.14,0.55,0.04,0.48,0.59,0.09,0.83,0.5,0.1,0.46,0.26,0.66,0.93,0.36
psrchive.csv,0.8,0.15,0.0,1.0,1.0,0.0,0.28,0.25,0.69,0.5,0.44,1.0,0.5,0.25,1.0,0.33,0.67,0.93,0.33
re2c.csv,0.42,0.2,1.0,0.29,0.21,0.13,0.28,0.12,0.55,0.36,0.07,0.9,0.43,0.0,0.45,0.18,0.5,0.93,0.21
rockbox.csv,0.39,0.19,0.0,0.4,0.2,0.28,0.67,0.0,0.66,0.67,0.14,0.8,0.54,0.15,0.53,0.25,0.73,0.98,1.0
theresa.csv,0.62,0.0,0.0,1.0,0.67,0.0,0.0,1.0,0.43,1.0,0.33,1.0,1.0,0.25,0.0,0.2,1.0,1.0,0.0
tktoolkit.csv,0.34,0.18,0.11,0.34,0.17,0.14,0.58,0.07,0.53,0.56,0.15,0.79,0.51,1.0,0.55,0.26,0.71,0.97,0.36
tzod.csv,0.36,0.33,0.07,1.0,0.26,0.4,0.63,0.27,0.63,0.67,0.16,0.76,0.46,0.16,0.77,0.23,0.62,1.0,0.27
yaprm.csv,0.37,0.33,0.22,0.32,0.15,0.33,0.35,0.16,0.64,0.69,0.29,0.77,1.0,0.05,0.57,0.21,0.5,0.94,0.26
zemljanka.csv,0.29,0.22,0.11,0.38,0.16,0.24,0.59,0.06,0.56,0.61,0.13,0.81,0.51,0.13,0.48,0.25,0.69,1.0,0.38
