,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.62,0.93,0.88,0.64,0.87,0.84,0.03,0.98,0.92,0.94,0.64,0.71,0.74,0.98,0.81,0.84,0.9,0.68,0.77
aubit4gl.csv,0.83,0.58,0.71,0.63,0.66,0.9,0.83,1.0,0.1,0.65,0.67,0.64,0.73,0.57,0.7,0.82,0.76,0.73,0.54
ipfilter.csv,0.9,0.91,0.44,0.73,0.71,0.93,0.94,0.9,0.8,0.84,0.48,0.85,0.78,0.94,0.82,0.67,0.0,0.66,0.71
jmol.csv,0.7,1.03,0.73,0.7,0.8,0.83,0.92,0.48,0.91,0.89,0.65,0.0,0.85,0.89,0.73,0.85,0.68,0.54,0.74
liferea.csv,0.75,0.86,0.87,0.59,0.69,0.0,0.93,0.7,0.79,0.54,0.62,0.53,0.64,0.67,0.73,0.79,0.81,0.69,0.9
miranda-icq.csv,0.72,0.87,0.84,0.72,0.76,0.71,0.73,0.74,0.7,0.57,0.56,0.78,0.83,0.72,0.84,0.02,0.65,0.82,0.79
moving-pictures.csv,0.57,0.89,0.61,0.73,0.64,0.78,0.94,0.41,0.75,0.59,0.64,0.72,0.57,0.64,0.0,0.72,0.78,0.67,0.86
opensim4opencog.csv,0.93,1.0,1.0,0.9,0.93,0.93,0.73,0.68,0.74,0.58,0.09,0.73,0.87,0.88,0.9,0.83,0.91,0.83,0.9
pclasses.csv,0.76,0.0,1.0,0.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.93,1.0,0.93,1.0,0.89
pfaedit.csv,0.61,0.82,0.67,0.54,0.59,0.63,0.81,0.51,0.72,0.06,0.62,0.53,0.71,0.71,0.66,0.63,0.88,0.67,0.54
plearn.csv,0.19,0.73,0.91,0.8,0.67,0.88,0.8,0.85,0.83,0.88,0.92,0.69,0.79,0.8,0.76,0.7,0.87,0.87,0.79
psrchive.csv,0.86,0.84,1.0,0.96,0.0,1.0,0.99,0.67,0.66,0.91,0.83,0.9,0.9,0.91,0.93,0.8,0.92,0.89,0.95
re2c.csv,0.66,0.7,0.0,0.82,0.57,0.9,1.04,0.44,0.82,0.95,0.91,0.73,0.82,1.0,0.74,0.86,0.94,0.87,0.95
rockbox.csv,0.69,0.71,1.0,0.67,0.65,0.61,0.74,1.04,0.68,0.8,0.84,0.74,0.64,0.84,0.73,0.72,0.69,0.62,0.0
theresa.csv,0.92,1.0,1.0,0.96,0.86,1.0,1.0,0.0,0.95,0.85,0.96,0.97,0.89,0.96,1.0,0.98,0.96,0.96,1.0
tktoolkit.csv,0.69,0.89,0.98,0.88,0.83,0.93,0.8,0.84,0.88,1.02,0.66,0.85,0.92,0.13,0.66,0.7,0.74,0.82,1.0
tzod.csv,0.58,0.65,0.84,0.04,0.57,0.58,0.68,0.16,0.57,0.6,0.58,0.82,0.75,0.63,0.65,0.78,0.84,0.75,0.86
yaprm.csv,0.67,0.65,0.39,0.77,0.74,0.72,0.96,0.32,0.7,0.81,0.74,0.83,0.03,0.97,0.64,0.84,0.94,0.85,0.86
zemljanka.csv,0.93,0.63,1.0,0.88,0.95,0.95,0.97,1.0,0.85,0.97,0.96,1.0,0.92,0.97,0.91,0.99,0.96,0.0,0.97
