,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.49,0.27,0.18,0.53,0.27,0.39,0.99,0.11,0.67,0.77,0.26,0.86,0.67,0.22,0.54,0.42,0.81,0.9,0.5
aubit4gl.csv,0.26,0.32,0.2,0.48,0.27,0.21,0.45,0.0,0.93,0.55,0.21,0.62,0.41,0.32,0.44,0.26,0.48,0.58,0.57
ipfilter.csv,0.41,0.26,0.31,0.39,0.26,0.39,0.52,0.12,0.69,0.71,0.34,0.82,0.49,0.22,0.47,0.44,1.0,0.78,0.56
jmol.csv,0.35,0.0,0.19,0.39,0.27,0.32,0.48,0.2,0.62,0.76,0.23,1.0,0.66,0.24,0.44,0.41,0.74,0.81,0.35
liferea.csv,0.31,0.15,0.1,0.48,0.26,1.0,0.14,0.14,0.39,0.66,0.26,0.71,0.5,0.22,0.4,0.25,0.39,0.52,0.16
miranda-icq.csv,0.34,0.15,0.17,0.38,0.22,0.33,0.42,0.1,0.55,0.59,0.27,0.46,0.27,0.2,0.26,0.98,0.52,0.46,0.33
moving-pictures.csv,0.46,0.14,0.22,0.47,0.33,0.27,0.12,0.24,0.39,0.72,0.23,0.47,0.65,0.25,1.0,0.31,0.46,0.58,0.52
opensim4opencog.csv,0.11,0.0,0.0,0.16,0.1,0.11,0.41,0.18,0.4,0.59,0.95,0.48,0.21,0.12,0.17,0.22,0.16,0.29,0.17
pclasses.csv,0.31,1.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.13,0.0,0.12,0.0,0.35
pfaedit.csv,0.42,0.25,0.19,0.53,0.31,0.39,0.32,0.17,0.52,0.97,0.24,0.72,0.44,0.2,0.48,0.4,0.22,0.59,0.56
plearn.csv,0.88,0.28,0.08,0.49,0.3,0.17,0.56,0.07,0.52,0.69,0.09,0.74,0.61,0.16,0.52,0.34,0.64,0.48,0.47
psrchive.csv,0.23,0.17,0.0,0.07,1.0,0.0,0.17,0.29,0.48,0.18,0.25,0.18,0.18,0.13,0.13,0.26,0.15,0.24,0.09
re2c.csv,0.39,0.26,1.0,0.32,0.32,0.14,0.21,0.21,0.3,0.12,0.09,0.42,0.31,0.0,0.49,0.19,0.3,0.32,0.23
rockbox.csv,0.36,0.25,0.0,0.51,0.27,0.38,0.41,0.0,0.46,0.33,0.15,0.56,0.53,0.16,0.4,0.34,0.53,0.58,1.0
theresa.csv,0.15,0.0,0.0,0.07,0.24,0.0,0.0,1.0,0.1,0.26,0.08,0.06,0.2,0.07,0.0,0.04,0.08,0.08,0.0
tktoolkit.csv,0.48,0.31,0.19,0.47,0.29,0.1,0.65,0.12,0.67,0.66,0.22,0.72,0.67,0.93,0.48,0.34,0.45,0.31,0.52
tzod.csv,0.47,0.35,0.12,0.98,0.34,0.43,0.5,0.43,0.6,0.62,0.27,0.56,0.47,0.24,0.49,0.26,0.32,0.4,0.24
yaprm.csv,0.38,0.35,0.34,0.34,0.21,0.32,0.25,0.27,0.44,0.31,0.27,0.35,0.99,0.04,0.49,0.2,0.15,0.36,0.26
zemljanka.csv,0.45,0.36,0.19,0.55,0.28,0.38,0.75,0.11,0.71,0.76,0.23,0.88,0.67,0.23,0.63,0.4,0.77,1.0,0.55
