,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.47,0.36,0.67,0.52,0.43,0.36,0.44,0.4,0.47,0.75,0.4,0.44,0.82,0.52,0.35,0.92,0.42,0.48
encog-cs.csv,0.52,0.36,0.41,0.58,0.45,0.45,0.63,0.47,0.45,0.48,0.52,0.51,0.45,0.57,0.4,0.4,0.49,0.61
geochat.csv,0.92,0.42,0.67,0.98,0.92,0.44,0.93,0.69,0.88,0.44,0.97,0.49,0.71,0.97,0.43,0.88,0.85,0.48
ibatisdb.csv,0.72,0.47,0.54,0.65,0.68,0.84,0.93,0.62,0.8,0.55,0.92,0.78,0.86,0.7,0.61,0.51,0.62,0.92
inkscape.csv,0.46,0.39,0.45,0.76,0.41,0.72,0.97,0.86,0.83,0.83,0.95,0.94,0.75,0.76,0.5,0.75,0.89,0.75
jam-daq.csv,0.44,0.4,0.45,0.51,0.48,0.72,0.64,0.5,0.46,0.89,0.64,0.7,0.83,0.51,0.43,0.57,0.91,0.48
jhotdraw.csv,0.92,0.69,0.0,0.0,0.75,0.98,0.83,0.88,0.5,0.67,0.92,0.86,0.83,0.5,0.54,0.0,0.95,0.92
ninject.csv,0.0,0.46,0.75,0.8,0.67,0.84,0.88,0.67,0.67,0.86,0.97,0.62,0.8,0.8,0.94,0.0,0.94,0.75
ofbiz.csv,0.62,0.38,0.64,0.62,0.71,0.53,0.76,0.94,0.86,0.86,0.44,0.54,0.6,0.62,0.94,0.63,0.88,0.61
oorexx.csv,0.41,0.44,0.37,0.52,0.47,0.52,0.4,0.49,0.44,0.46,0.44,0.4,0.57,0.5,0.4,0.5,0.57,0.5
opentibia.csv,0.43,0.36,0.37,0.46,0.41,0.56,0.55,0.61,0.93,0.61,0.6,0.61,0.6,0.47,0.81,0.39,0.5,0.49
projectts.csv,0.61,0.35,0.41,0.58,0.58,0.65,0.63,0.44,0.48,0.5,0.51,0.49,0.89,0.55,0.46,0.53,0.66,0.47
retromenu.csv,0.88,0.55,0.8,0.86,0.8,0.96,0.95,0.86,0.94,0.8,0.82,0.89,0.8,0.74,0.9,0.75,0.91,0.9
roolo.csv,0.92,0.83,0.75,0.96,0.5,0.96,0.86,0.67,0.89,0.8,0.89,0.92,0.92,0.93,0.91,0.0,0.95,0.93
tango-cs.csv,0.53,0.48,0.58,0.55,0.6,0.8,0.62,0.6,0.96,0.59,0.78,0.48,0.86,0.55,0.64,0.45,0.73,0.71
trinitycore.csv,0.79,0.59,0.8,0.84,0.8,0.57,0.52,0.51,0.54,0.55,0.5,0.68,0.45,0.81,0.41,0.57,0.61,0.72
uface.csv,0.45,0.34,0.37,0.44,0.44,0.38,0.35,0.37,0.83,0.42,0.38,0.41,0.44,0.43,0.68,0.39,0.38,0.38
uwom-server.csv,0.72,0.51,0.72,0.86,0.65,0.6,0.48,0.47,0.46,0.62,0.68,0.76,0.62,0.86,0.52,0.73,0.91,0.71
