,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.9,0.44,0.38,0.22,0.57,0.2,0.42,0.54,0.99,0.25,0.68,0.18,0.09,0.23,0.48,0.54,0.3,0.9
encog-cs.csv,0.91,0.32,0.61,0.28,0.55,0.19,1.0,0.41,0.68,0.4,0.64,0.3,0.08,0.28,0.41,0.62,0.22,0.55
geochat.csv,0.83,0.23,0.33,0.14,0.5,0.19,0.36,0.35,0.88,0.37,0.78,0.26,0.19,0.05,0.41,0.47,1.0,0.63
ibatisdb.csv,0.84,0.37,0.63,0.29,0.55,0.13,0.6,0.45,0.8,0.39,0.78,1.0,0.14,0.27,0.31,0.64,0.2,0.85
inkscape.csv,0.95,0.37,1.0,0.31,0.63,0.22,0.31,0.43,0.83,0.33,0.82,0.18,0.17,0.3,0.5,0.5,0.44,0.95
jam-daq.csv,0.97,0.47,0.71,0.38,0.71,0.19,0.45,0.98,0.69,0.44,0.7,0.22,0.17,0.36,0.46,0.62,0.18,0.9
jhotdraw.csv,0.85,0.62,0.0,1.0,0.75,1.0,0.83,0.75,0.5,0.38,0.83,0.43,0.17,0.5,0.43,0.0,0.25,0.92
ninject.csv,0.0,0.54,0.5,0.2,1.0,0.31,0.75,1.0,1.0,0.43,0.97,0.54,1.0,0.2,0.5,0.0,0.22,0.82
ofbiz.csv,0.92,0.59,0.64,0.42,0.76,0.23,0.38,0.47,0.86,0.29,0.99,0.2,0.15,0.43,0.39,0.58,0.32,0.83
oorexx.csv,0.92,0.35,0.65,0.34,0.56,0.31,0.43,0.51,0.65,0.27,0.72,0.35,0.19,0.33,0.49,1.0,0.19,0.82
opentibia.csv,1.0,0.44,0.59,0.24,0.57,0.21,0.46,0.53,0.86,0.33,0.78,0.2,0.2,0.23,0.46,0.6,0.28,0.84
projectts.csv,0.94,0.41,0.59,0.33,0.97,0.2,0.4,0.51,0.8,0.4,0.76,0.4,0.11,0.32,0.48,0.7,0.15,0.81
retromenu.csv,1.0,1.0,0.8,0.5,0.8,0.29,0.63,0.86,0.59,0.4,0.78,0.33,0.2,0.47,0.33,0.58,0.27,0.5
roolo.csv,0.67,0.33,0.0,0.3,1.0,0.22,0.57,0.67,0.67,1.0,0.62,0.08,0.08,0.13,0.36,0.0,0.05,0.33
tango-cs.csv,0.91,0.4,0.62,0.38,0.65,0.25,0.46,0.63,0.79,0.29,0.71,0.27,0.14,0.38,1.0,0.66,0.32,0.87
trinitycore.csv,0.79,0.25,0.67,0.94,0.47,0.17,0.38,0.41,0.63,0.42,0.68,0.24,0.1,0.98,0.38,0.62,0.2,0.5
uface.csv,0.89,0.29,0.59,0.26,0.57,0.2,0.38,0.48,0.83,0.36,0.7,0.34,0.09,0.26,0.43,0.61,0.25,1.0
uwom-server.csv,0.94,0.32,0.67,0.96,0.76,0.22,0.35,0.55,0.65,0.23,0.75,0.06,0.1,0.95,0.4,0.47,0.27,0.55
