,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.0,0.94,0.2,0.17,0.5,0.41,0.12,0.24,0.12,0.0,0.0,0.15
emono.csv,0.9,0.5,0.78,0.74,0.83,0.95,0.92,1.0,0.88,0.0,0.9,1.0
freedom-erp.csv,0.1,0.38,0.39,0.0,0.11,0.05,0.01,1.0,0.0,0.0,0.96,0.19
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
jmoney.csv,0.95,0.25,0.51,0.04,0.28,0.95,0.48,0.85,0.38,0.0,0.1,0.11
jmonkeyengine.csv,0.15,0.25,0.15,0.35,0.94,0.92,0.11,0.55,0.12,0.0,0.41,0.21
jsidplay2.csv,0.95,0.62,1.0,0.43,0.83,0.72,0.74,0.97,0.62,0.0,1.0,0.8
matrex.csv,0.7,0.12,0.49,0.13,0.44,0.69,0.97,0.96,0.5,0.0,0.06,0.21
mediate.csv,0.65,0.81,0.58,0.65,0.44,0.97,0.93,0.89,1.0,1.0,0.0,0.4
mesa3d.csv,0.55,0.25,0.36,0.13,0.22,0.41,0.23,0.2,0.0,0.5,0.83,0.28
pustefix.csv,0.7,0.69,0.51,0.96,0.28,0.33,0.62,0.28,0.25,0.0,0.45,0.22
reaper3d.csv,0.0,0.44,0.2,0.0,0.28,0.23,0.41,0.03,0.88,1.0,0.06,0.02
