,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.0,0.95,0.24,0.2,0.51,0.43,0.14,0.28,0.15,0.0,0.0,0.18
emono.csv,0.77,0.5,0.68,0.46,0.45,0.35,0.6,0.33,0.51,0.0,0.3,1.0
freedom-erp.csv,0.12,0.43,0.44,0.0,0.13,0.06,0.01,0.99,0.0,0.0,0.17,0.23
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0
jmoney.csv,0.96,0.29,0.55,0.05,0.32,0.5,0.53,0.74,0.42,0.0,0.12,0.13
jmonkeyengine.csv,0.18,0.29,0.18,0.39,0.95,0.27,0.13,0.55,0.14,0.0,0.45,0.25
jsidplay2.csv,0.75,0.59,1.0,0.46,0.56,0.56,0.49,0.35,0.61,0.0,0.21,0.51
matrex.csv,0.7,0.14,0.52,0.16,0.47,0.68,0.97,0.76,0.54,0.0,0.07,0.24
mediate.csv,0.65,0.23,0.57,0.61,0.45,0.98,0.27,0.66,0.38,0.74,0.0,0.44
mesa3d.csv,0.58,0.29,0.39,0.16,0.26,0.41,0.27,0.23,0.0,0.54,0.85,0.32
pustefix.csv,0.65,0.67,0.56,0.96,0.32,0.36,0.63,0.32,0.29,0.0,0.48,0.26
reaper3d.csv,0.0,0.46,0.22,0.0,0.32,0.27,0.4,0.04,0.9,0.87,0.07,0.02
