,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,1.0,0.06,0.82,0.92,0.65,0.77,0.91,0.81,0.88,1.04,1.0,0.86
emono.csv,0.52,0.69,0.59,0.86,0.86,0.9,0.75,0.91,0.82,1.16,0.93,0.0
freedom-erp.csv,0.9,0.63,0.62,1.0,0.9,0.95,0.99,0.04,1.0,1.0,0.97,0.82
jchassis.csv,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.0,1.0,1.0
jmoney.csv,0.05,0.76,0.53,0.96,0.77,0.83,0.52,0.54,0.67,1.01,0.9,0.89
jmonkeyengine.csv,0.86,0.8,0.85,0.69,0.06,0.94,0.89,0.65,0.91,1.05,0.65,0.8
jsidplay2.csv,0.59,0.64,0.0,0.68,0.78,0.75,0.83,0.9,0.56,1.05,0.95,0.81
matrex.csv,0.42,0.89,0.62,0.89,0.65,0.48,0.03,0.59,0.55,1.0,0.94,0.9
mediate.csv,0.51,0.96,0.62,0.62,0.76,0.03,0.94,0.68,0.89,0.64,1.0,0.69
mesa3d.csv,0.54,0.77,0.76,0.89,0.81,0.82,0.79,0.86,1.02,0.52,0.18,0.74
pustefix.csv,0.57,0.52,0.5,0.05,0.8,0.81,0.52,0.75,0.79,1.01,0.67,0.83
reaper3d.csv,1.1,0.69,0.97,1.0,0.79,0.79,0.86,0.97,0.12,0.42,0.94,0.97
