,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.67,0.93,0.94,0.76,0.53,0.61,0.96,0.79,0.86,0.95,0.0,0.94
emono.csv,0.41,0.55,0.4,0.46,0.4,0.34,0.39,0.31,0.44,0.56,0.49,0.53
freedom-erp.csv,0.75,0.88,0.64,0.0,0.89,0.5,0.0,0.4,0.75,0.5,0.47,0.95
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
jmoney.csv,0.53,0.9,0.53,0.86,0.58,0.32,0.6,0.36,0.64,0.71,0.94,0.9
jmonkeyengine.csv,0.86,0.81,0.91,0.86,0.76,0.33,0.91,0.42,0.92,0.95,0.77,0.95
jsidplay2.csv,0.3,0.42,0.41,0.58,0.38,0.37,0.4,0.32,0.47,0.64,0.44,0.47
matrex.csv,0.42,0.92,0.47,0.86,0.6,0.45,0.44,0.32,0.71,0.8,0.89,0.97
mediate.csv,0.43,0.39,0.42,0.45,0.56,0.47,0.36,0.32,0.4,0.59,0.0,0.59
mesa3d.csv,0.52,0.93,0.72,0.94,0.75,0.55,0.74,0.8,0.94,0.91,0.88,0.83
pustefix.csv,0.47,0.57,0.5,0.74,0.68,0.63,0.46,0.93,0.73,0.88,0.52,0.73
reaper3d.csv,0.95,0.88,0.96,0.0,0.95,0.93,0.64,0.9,0.86,0.93,0.94,0.5
