,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.07,0.0,0.2,0.4,0.42,0.5,0.23,0.27,0.06,0.29,0.0,0.1
emono.csv,0.51,0.48,0.55,0.82,0.84,0.9,0.75,0.91,0.81,0.59,0.92,0.0
freedom-erp.csv,0.05,0.03,0.1,0.0,0.14,0.0,0.0,0.04,0.04,0.03,0.96,0.14
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmoney.csv,0.0,0.1,0.2,0.1,0.28,0.83,0.07,0.51,0.25,0.11,0.04,0.02
jmonkeyengine.csv,0.1,0.27,0.1,0.21,0.0,0.93,0.04,0.47,0.25,0.33,0.25,0.12
jsidplay2.csv,0.59,0.52,0.0,0.37,0.76,0.7,0.79,0.9,0.42,0.33,0.95,0.79
matrex.csv,0.29,0.17,0.35,0.18,0.34,0.37,0.01,0.59,0.24,0.08,0.02,0.43
mediate.csv,0.37,0.94,0.45,0.52,0.52,0.0,0.93,0.67,0.89,0.64,0.0,0.33
mesa3d.csv,0.29,0.17,0.4,0.21,0.24,0.57,0.19,0.31,0.18,0.15,0.03,0.17
pustefix.csv,0.49,0.41,0.1,0.02,0.34,0.47,0.35,0.21,0.24,0.12,0.37,0.29
reaper3d.csv,0.46,0.4,0.55,0.0,0.32,0.2,0.63,0.1,0.0,0.42,0.05,0.0
