,f1,g,recall,precision,pf,wins
badtrinitycore.csv,0.29,0.33,0.29,0.37,0.28,6
bulmages.csv,0.32,0.33,0.29,0.41,0.13,7
forester-atv.csv,0.19,0.16,0.13,0.38,0.13,1
google-collections.csv,0.53,0.0,1.0,0.38,1.0,4
hannosset.csv,0.2,0.21,0.18,0.29,0.13,2
jbpm.csv,0.04,0.02,0.02,0.2,0.0,0
mevenide.csv,0.33,0.26,0.22,0.5,0.06,10
nassp.csv,0.3,0.28,0.24,0.52,0.1,9
open-media-library.csv,0.44,0.58,0.67,0.49,0.5,18
opendvr.csv,0.46,0.54,0.64,0.45,0.51,17
openefm.csv,0.4,0.53,0.67,0.41,0.57,12
oppna-program-hsatools.csv,0.42,0.54,0.62,0.44,0.5,14
paintown.csv,0.47,0.34,0.79,0.38,0.74,8
projectfactory.csv,0.42,0.51,0.54,0.49,0.43,15
smbopensoft.csv,0.5,0.48,0.75,0.42,0.74,11
st-filteredstatistics.csv,0.5,0.52,0.81,0.36,0.74,13
thedata.csv,0.61,0.46,0.71,0.5,0.74,16
trackit.csv,0.2,0.29,0.27,0.33,0.28,3
wxstudio.csv,0.24,0.28,0.24,0.4,0.22,5
