,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.76,1.01,0.96,0.74,0.72,0.75,0.25,0.96,0.86,0.6,0.92,0.55,0.8,0.95,1.06,0.54,0.86,0.81,0.37
bulmages.csv,0.71,0.66,1.0,0.73,0.69,0.89,0.61,0.78,0.73,0.68,0.64,0.54,0.97,0.92,1.0,0.8,0.87,0.76,1.01
forester-atv.csv,0.87,0.62,0.85,0.93,0.44,0.88,0.96,0.76,0.52,0.62,0.85,0.91,0.86,0.89,0.84,1.01,0.95,0.92,1.0
google-collections.csv,0.99,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hannosset.csv,0.91,0.54,1.0,0.88,0.93,0.78,1.01,0.67,0.99,1.0,0.9,0.83,0.83,0.91,0.26,0.84,0.8,1.0,0.86
jbpm.csv,0.97,1.0,1.0,0.85,0.73,0.94,0.77,1.0,0.24,1.0,0.98,1.0,0.9,1.0,1.0,1.0,1.0,0.86,0.75
mevenide.csv,0.75,0.76,1.0,0.78,0.7,0.76,0.66,1.0,0.43,0.52,0.78,0.91,0.9,0.88,1.0,0.92,0.95,0.32,0.76
nassp.csv,0.62,0.47,0.99,0.76,0.62,0.56,0.73,0.77,0.95,0.21,0.83,0.78,0.84,0.95,0.84,0.78,0.84,0.93,1.0
open-media-library.csv,0.57,1.07,0.98,0.45,0.59,0.66,0.62,0.68,0.69,0.53,0.43,0.54,0.8,0.84,0.98,0.53,0.8,0.66,0.52
opendvr.csv,0.74,0.56,0.88,0.81,0.73,0.54,0.9,0.88,0.44,0.63,0.6,0.69,0.73,0.75,0.76,0.72,0.46,0.76,0.8
openefm.csv,0.62,0.95,0.7,0.63,0.9,0.42,0.8,1.01,0.72,0.57,0.62,0.68,0.37,0.77,0.77,0.74,0.78,0.91,0.89
oppna-program-hsatools.csv,0.51,0.61,1.0,0.56,0.64,0.7,0.9,0.81,0.58,0.84,0.2,0.67,0.86,0.91,0.53,0.64,0.62,1.0,1.05
paintown.csv,0.38,1.0,1.0,0.79,0.91,0.93,0.5,0.76,0.98,0.77,0.74,0.74,1.0,1.0,0.7,0.77,0.84,1.0,0.98
projectfactory.csv,0.74,0.94,0.65,0.6,0.55,0.55,0.65,0.73,0.47,0.51,0.74,0.71,0.63,0.57,1.09,0.75,0.76,0.65,0.57
smbopensoft.csv,0.93,1.03,0.28,0.93,0.76,0.63,0.68,0.76,0.68,0.65,1.05,0.83,1.0,0.55,0.97,0.97,0.96,0.73,0.53
st-filteredstatistics.csv,0.46,0.68,0.97,0.91,0.86,0.72,0.93,0.78,0.82,0.67,0.38,0.75,0.24,1.0,0.81,0.61,0.76,0.95,0.92
thedata.csv,0.65,1.02,1.0,0.73,0.53,0.9,0.86,0.79,1.0,0.8,0.86,0.61,0.87,0.82,0.77,0.52,0.72,0.88,0.03
trackit.csv,0.77,0.89,0.99,0.91,0.76,0.79,0.8,0.62,1.01,0.93,1.02,0.89,0.55,0.89,0.63,0.73,0.79,0.97,0.6
wxstudio.csv,0.8,0.51,0.87,0.82,0.87,0.77,0.9,0.83,0.9,1.0,0.69,0.75,0.9,0.88,0.85,0.39,0.83,0.93,0.78
