,recall,precision,pf,pci_20,ifa,wins
cubefs.csv,0.28500000000000003,0.39,0.345,0.54,3.5,1
encog-cs.csv,0.59,0.395,0.52,0.51,0.0,10
geochat.csv,0.3,0.405,0.24,0.705,1.0,14
ibatisdb.csv,0.16,0.39,0.18,0.77,1.0,13
inkscape.csv,0.845,0.38,0.775,0.425,2.0,2
jam-daq.csv,0.2,0.595,0.16,0.8,0.0,17
jhotdraw.csv,0.6100000000000001,0.41000000000000003,0.615,0.605,2.0,7
ninject.csv,0.3,0.365,0.315,0.7,2.5,6
ofbiz.csv,0.5,0.38,0.475,0.53,3.0,3
oorexx.csv,0.53,0.435,0.42,0.51,1.0,11
opentibia.csv,0.36,0.35,0.31,0.65,1.5,9
projectts.csv,0.625,0.385,0.47,0.44,0.0,8
retromenu.csv,0.23,0.5,0.125,0.685,0.0,16
roolo.csv,0.78,0.41000000000000003,0.7150000000000001,0.475,6.5,0
tango-cs.csv,0.82,0.41500000000000004,0.785,0.455,2.5,4
trinitycore.csv,0.54,0.52,0.39,0.53,1.5,15
uface.csv,0.89,0.44,0.76,0.375,1.5,5
uwom-server.csv,0.435,0.5,0.36,0.55,2.0,12
