,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.76,0.57,0.82,0.04,0.66,0.62,0.81,0.67,0.56
archive-crawler.csv,0.71,0.64,0.79,0.66,0.6,0.74,0.04,0.72,0.79
autowikibrowser.csv,0.69,0.37,0.41,0.58,0.61,0.75,0.83,0.0,0.71
jcae.csv,1.0,1.0,0.0,0.92,0.99,0.98,0.96,1.0,1.0
kmatplot.csv,0.92,0.1,0.68,0.81,0.76,0.67,0.84,0.75,0.79
mscore.csv,0.65,0.66,0.53,0.62,0.03,0.62,0.67,0.58,0.47
quickfast.csv,0.7,0.82,0.82,0.68,0.81,0.64,0.69,0.56,0.0
rhex.csv,0.0,0.77,0.69,0.69,0.84,0.76,0.71,0.6,0.91
riff-evolve.csv,0.52,0.49,0.49,0.62,0.59,0.04,0.69,0.63,0.48
