,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.2,0.39,0.15,0.98,0.64,0.53,0.4,0.57,0.62
archive-crawler.csv,0.23,0.33,0.17,0.42,0.55,0.39,0.98,0.4,0.34
autowikibrowser.csv,0.27,0.53,0.36,0.49,0.54,0.38,0.23,1.0,0.44
jcae.csv,0.0,0.0,1.0,0.15,0.02,0.04,0.08,0.0,0.0
kmatplot.csv,0.1,0.95,0.25,0.28,0.38,0.46,0.22,0.39,0.34
mscore.csv,0.23,0.31,0.3,0.48,0.98,0.56,0.39,0.54,0.68
quickfast.csv,0.24,0.26,0.18,0.46,0.7,0.5,0.48,0.65,1.0
rhex.csv,1.0,0.25,0.18,0.44,0.27,0.38,0.35,0.53,0.18
riff-evolve.csv,0.32,0.41,0.32,0.47,0.57,0.98,0.37,0.49,0.66
