,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.37,0.45,0.47,0.39,0.71
jchassis.csv,0.0,0.0,0.98,0.0,0.0
panda3d.csv,0.67,0.62,0.78,0.25,0.46
scenemonitor.csv,0.72,0.33,0.0,0.29,0.53
xcf.csv,0.35,0.54,0.0,0.78,0.62
