,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.91,0.79,0.89,0.76,0.71,0.1,0.03,0.59,0.86,0.93,0.96,0.93,0.86
ivef-sdk.csv,0.61,0.45,0.69,0.75,0.79,0.0,0.98,0.95,0.77,0.82,1.0,1.08,0.93
jmri.csv,0.55,0.66,0.03,0.86,0.73,0.97,0.93,1.06,0.9,0.72,0.66,0.82,0.87
jython.csv,0.67,0.43,0.77,0.65,0.88,0.87,0.92,0.0,0.9,0.87,0.63,1.01,0.67
kdenlive.csv,0.03,0.57,0.65,0.75,0.54,0.28,0.55,0.19,0.68,0.71,0.75,0.56,0.74
opentibia.csv,0.95,0.0,0.81,1.0,0.75,0.17,0.49,1.05,0.73,0.76,0.74,0.63,0.86
projectfactory.csv,0.6,0.56,0.76,0.63,0.62,0.87,0.89,0.83,0.61,0.05,0.37,0.74,0.7
runuomondains.csv,0.9,0.97,0.96,0.76,0.82,0.71,0.97,0.86,0.93,0.95,0.12,0.93,1.01
somap.csv,1.0,1.0,0.97,1.0,0.94,1.0,0.91,1.0,1.0,0.98,1.0,0.17,1.0
taverna.csv,0.88,0.86,0.88,0.9,0.0,0.58,0.73,0.91,0.87,0.83,1.01,0.88,0.74
tigermud.csv,1.08,0.7,0.88,0.81,0.56,0.45,0.66,0.4,0.95,0.8,0.88,1.0,0.2
unbvision.csv,0.69,0.74,0.88,0.73,0.93,0.55,0.98,0.34,0.0,0.75,0.64,1.13,0.93
x-ray-mule.csv,0.69,0.84,0.73,0.03,0.69,0.9,0.98,0.87,0.96,0.88,1.02,0.9,0.81
