,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.39,0.5,0.16,0.59,0.37,0.96,0.98,0.46,0.45,0.1,0.14,0.09,0.17
ivef-sdk.csv,0.67,0.65,0.59,0.62,0.52,1.0,0.26,0.06,0.57,0.5,0.0,0.0,0.23
jmri.csv,0.59,0.55,0.98,0.33,0.5,0.13,0.39,0.15,0.38,0.49,0.51,0.37,0.45
jython.csv,0.61,0.67,0.56,0.7,0.42,0.43,0.32,1.0,0.38,0.42,0.52,0.0,0.6
kdenlive.csv,0.99,0.66,0.49,0.42,0.58,0.83,0.66,0.9,0.67,0.41,0.57,0.5,0.43
opentibia.csv,0.21,1.0,0.39,0.0,0.34,0.93,0.63,0.18,0.64,0.32,0.61,0.44,0.44
projectfactory.csv,0.55,0.51,0.3,0.63,0.58,0.16,0.36,0.51,0.53,0.96,0.75,0.32,0.61
runuomondains.csv,0.32,0.25,0.06,0.34,0.23,0.35,0.04,0.17,0.09,0.06,0.9,0.09,0.19
somap.csv,0.0,0.0,0.13,0.0,0.24,0.0,0.33,0.0,0.0,0.09,0.0,0.96,0.0
taverna.csv,0.18,0.17,0.17,0.12,1.0,0.47,0.34,0.11,0.16,0.27,0.0,0.15,0.4
tigermud.csv,0.23,0.51,0.39,0.53,0.66,0.6,0.69,0.69,0.25,0.27,0.44,0.33,0.86
unbvision.csv,0.58,0.42,0.39,0.48,0.09,0.52,0.28,0.76,1.0,0.52,0.43,0.0,0.26
x-ray-mule.csv,0.43,0.2,0.45,0.98,0.49,0.12,0.07,0.17,0.35,0.44,0.0,0.38,0.24
