,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.72,0.67,0.15,0.75,0.25,0.1,0.0,0.03,0.72,0.09,0.41,0.0,0.0
ivef-sdk.csv,0.56,0.25,0.61,0.75,0.74,0.0,0.63,0.0,0.75,0.79,0.05,1.0,0.48
jmri.csv,0.36,0.5,0.01,0.5,0.55,0.97,0.77,0.96,0.88,0.51,0.42,0.5,0.81
jython.csv,0.59,0.25,0.73,0.65,0.85,0.87,0.91,0.0,0.88,0.86,0.39,1.0,0.57
kdenlive.csv,0.03,0.5,0.38,0.45,0.3,0.23,0.46,0.16,0.67,0.35,0.71,0.0,0.43
opentibia.csv,0.95,0.0,0.5,1.0,0.26,0.17,0.29,0.95,0.73,0.26,0.73,0.17,0.86
projectfactory.csv,0.38,0.17,0.16,0.55,0.47,0.03,0.63,0.83,0.34,0.0,0.27,0.17,0.67
runuomondains.csv,0.56,0.58,0.1,0.3,0.09,0.1,0.09,0.02,0.0,0.05,0.0,0.0,0.57
somap.csv,1.0,1.0,0.97,1.0,0.94,1.0,0.91,1.0,1.0,0.98,1.0,0.17,1.0
taverna.csv,0.23,0.08,0.18,0.05,0.0,0.03,0.23,0.01,0.09,0.3,0.12,0.0,0.38
tigermud.csv,0.92,0.5,0.63,0.8,0.47,0.0,0.66,0.24,0.55,0.21,0.8,0.83,0.14
unbvision.csv,0.59,0.42,0.88,0.5,0.09,0.17,0.66,0.26,0.0,0.6,0.12,1.0,0.52
x-ray-mule.csv,0.33,0.08,0.48,0.0,0.45,0.0,0.29,0.05,0.86,0.74,0.22,0.67,0.14
