,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.75,0.71,0.98,0.5,0.73,0.62,0.69,0.93,0.68,0.86,0.96,0.8,0.8
ivef-sdk.csv,0.45,0.47,0.57,0.47,0.52,0.61,0.7,0.0,0.47,0.47,0.67,0.53,0.94
jmri.csv,0.49,0.49,0.58,0.63,0.53,0.43,0.53,0.27,0.51,0.51,0.62,0.5,0.56
jython.csv,0.49,0.56,0.51,0.54,0.47,0.46,0.45,0.95,0.5,0.44,0.78,0.39,0.66
kdenlive.csv,0.44,0.42,0.5,0.48,0.52,0.61,0.54,0.95,0.48,0.57,0.42,0.5,0.52
opentibia.csv,0.41,0.43,0.57,0.43,0.68,0.58,0.77,0.28,0.42,0.73,0.44,0.55,0.45
projectfactory.csv,0.45,0.44,0.82,0.44,0.49,0.9,0.59,0.3,0.5,0.62,0.64,0.71,0.59
runuomondains.csv,0.95,0.96,0.97,0.93,0.9,0.96,0.75,0.83,0.5,0.75,0.86,0.8,0.89
somap.csv,0.42,0.44,0.39,0.46,0.41,0.43,0.43,0.26,0.49,0.39,0.43,0.36,0.43
taverna.csv,0.95,0.92,0.99,0.75,0.74,0.97,0.83,0.75,0.92,0.68,0.86,0.89,0.86
tigermud.csv,0.67,0.69,0.57,0.51,0.55,0.84,0.46,0.76,0.67,0.89,0.5,0.54,0.52
unbvision.csv,0.58,0.62,0.43,0.62,0.86,0.76,0.66,0.69,0.73,0.52,0.7,0.55,0.58
x-ray-mule.csv,0.56,0.73,0.7,0.69,0.62,0.86,0.83,0.91,0.56,0.55,0.85,0.7,0.9
