,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.3,0.69,0.6,0.55,0.97,0.42,0.18,0.38,0.55,0.38,0.3,0.21,0.63,0.33,0.29,0.92,0.58,0.25,0.5
autofac.csv,0.61,0.85,0.34,0.97,0.37,0.32,0.59,0.51,0.4,0.88,0.2,0.7,0.43,0.67,0.57,0.81,0.64,0.61,0.25
avisynth2.csv,0.0,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.11,0.05,1.0,0.0,0.0,0.04,0.01,0.0
azureus.csv,0.42,0.58,0.3,0.72,0.15,0.15,0.59,0.27,0.6,0.62,0.6,1.0,0.35,0.0,0.43,0.38,0.47,0.7,0.25
dsworkbench.csv,0.42,0.12,1.0,0.45,0.48,0.32,0.41,0.43,0.25,0.12,0.0,0.5,0.52,0.33,0.29,0.54,0.45,0.17,1.0
forester-atv.csv,0.01,0.96,0.3,0.03,0.05,0.11,0.12,0.3,0.3,0.25,0.0,0.29,0.12,0.0,0.14,0.15,0.18,0.15,0.0
freelords.csv,0.68,0.54,0.82,0.62,0.77,0.99,0.88,0.73,0.85,1.0,0.7,0.95,0.9,1.0,0.71,0.77,0.82,0.78,0.5
gabel.csv,0.01,0.0,0.0,0.14,0.0,0.03,0.41,0.0,0.1,1.0,0.4,0.04,0.1,0.0,0.14,0.04,0.15,0.1,0.0
geotools.csv,0.31,0.27,0.26,0.28,0.25,0.15,0.29,0.38,0.2,0.0,0.3,0.3,0.28,0.67,0.43,0.08,0.94,0.3,0.25
google-collections.csv,0.99,0.96,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0
jpaul.csv,0.41,0.35,0.28,0.55,0.0,0.0,1.0,0.22,0.3,0.5,0.0,0.48,0.32,0.0,0.29,0.35,0.29,0.16,0.25
mycila.csv,0.01,0.04,0.22,0.38,0.12,0.1,0.0,0.11,0.35,0.0,1.0,0.12,0.08,0.0,0.29,0.04,0.12,0.15,0.25
neodatis-odb.csv,0.21,0.5,0.38,0.45,0.23,0.18,0.59,0.92,0.65,0.38,0.2,0.23,0.35,0.0,0.43,0.46,0.25,0.39,0.5
octet.csv,0.68,0.81,0.66,0.28,0.1,0.25,0.35,0.38,0.1,0.62,0.2,0.84,0.27,0.0,0.71,0.65,0.6,0.54,0.25
pokenetonline.csv,0.44,0.58,0.78,0.38,0.42,0.37,0.29,0.3,0.3,0.38,0.3,0.82,0.98,0.33,0.43,0.58,0.54,0.47,0.0
rcp-company-uibindings.csv,0.91,1.0,1.0,0.97,1.0,0.99,1.0,0.97,0.95,0.88,1.0,1.0,0.97,1.0,1.0,1.0,0.96,1.0,0.75
scenemonitor.csv,0.61,0.69,0.58,0.45,0.33,0.49,0.76,0.43,0.95,0.75,0.3,0.75,0.55,1.0,0.29,0.54,0.69,0.6,0.0
thedata.csv,0.06,0.19,0.26,0.38,0.38,0.27,0.06,0.41,0.3,0.0,0.5,0.16,0.17,0.33,0.29,0.31,0.22,0.38,1.0
twostep.csv,0.14,0.96,0.6,0.48,0.28,0.28,0.59,0.51,0.4,0.75,0.5,0.61,0.38,0.0,0.29,1.0,0.67,0.44,0.25
