,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,1.0,0.44,0.7,0.48,0.95,0.79,0.25,0.29,0.5,0.07,0.25,0.14,0.7,0.03,0.1,0.46,0.36,1.0,0.05
autofac.csv,0.98,0.48,0.81,1.0,0.61,0.69,0.4,0.43,0.62,0.15,0.12,0.41,0.93,0.06,0.2,0.52,0.32,0.97,0.04
avisynth2.csv,0.0,0.25,0.67,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,0.0,0.0,0.5,1.0,0.0
azureus.csv,0.97,0.45,0.83,0.46,0.82,0.75,0.29,0.34,0.38,0.14,0.25,1.0,0.84,0.0,0.1,0.21,0.25,0.99,0.06
dsworkbench.csv,1.0,0.18,1.0,0.5,0.76,0.86,0.35,0.4,0.62,0.03,0.0,0.32,0.65,0.03,0.25,0.28,0.34,1.0,0.09
forester-atv.csv,1.0,1.0,0.83,1.0,0.43,0.69,0.5,0.69,0.67,0.14,0.0,0.4,0.88,0.0,0.5,1.0,0.35,0.97,0.0
freelords.csv,1.0,0.37,0.82,0.45,0.54,0.98,0.35,0.35,0.44,0.11,0.21,0.29,0.79,0.06,0.15,0.36,0.3,0.97,0.05
gabel.csv,1.0,0.0,0.0,0.67,0.0,1.0,0.64,0.0,0.5,1.0,0.17,0.4,0.75,0.0,0.14,0.33,0.24,1.0,0.0
geotools.csv,0.96,0.41,0.72,0.32,0.48,0.67,0.71,0.61,0.44,0.0,0.23,0.33,0.59,0.07,0.33,0.5,1.0,0.99,0.04
google-collections.csv,1.0,0.38,0.77,0.47,0.56,0.74,0.29,0.35,0.38,0.08,0.19,0.26,0.72,0.05,0.12,0.37,0.28,0.96,0.06
jpaul.csv,0.97,0.53,0.82,0.55,0.0,0.0,1.0,0.38,0.46,0.14,0.0,0.43,0.68,0.0,0.22,0.75,0.32,0.97,0.08
mycila.csv,1.0,0.17,0.73,0.44,0.5,0.8,0.0,0.24,0.37,0.0,1.0,0.35,0.5,0.0,0.09,0.17,0.29,1.0,0.06
neodatis-odb.csv,0.94,0.37,0.86,0.5,0.7,0.67,0.38,1.0,0.43,0.08,0.2,0.37,0.84,0.0,0.09,0.35,0.21,0.94,0.08
octet.csv,0.96,0.49,0.77,1.0,0.86,0.62,0.35,0.41,0.25,0.16,0.33,0.31,0.84,0.0,1.0,0.71,0.34,0.97,0.07
pokenetonline.csv,1.0,0.45,0.8,0.55,0.52,0.83,0.33,0.39,0.6,0.1,0.25,0.28,1.0,0.05,0.75,0.75,0.39,0.98,0.0
rcp-company-uibindings.csv,0.99,0.39,0.76,0.46,0.56,0.74,0.3,0.34,0.37,0.07,0.19,0.27,0.72,0.05,0.12,0.37,0.28,1.0,0.05
scenemonitor.csv,1.0,0.47,0.88,0.5,0.48,0.78,0.41,0.39,1.0,0.15,0.14,0.32,0.79,0.1,0.12,0.38,0.31,0.99,0.0
thedata.csv,0.83,0.31,0.72,0.46,0.47,0.68,0.11,0.3,0.35,0.0,0.31,0.23,0.71,0.04,0.1,0.67,0.32,0.98,1.0
twostep.csv,1.0,0.52,0.77,0.7,0.53,0.76,0.53,0.37,0.53,0.13,0.16,0.4,0.96,0.0,0.33,1.0,0.34,0.98,0.05
