,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.88,0.34,0.51,0.42,0.61,0.5,0.75,0.42,0.5,0.45,0.75,0.84,0.46,0.62,0.71,0.42,0.43,0.7,0.39
autofac.csv,0.48,0.35,0.57,0.54,0.97,0.67,0.52,0.48,0.62,0.51,0.59,0.47,0.5,0.56,0.6,0.35,0.46,0.48,0.5
avisynth2.csv,0.0,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.67,0.67,0.0,0.0,0.83,0.5,0.0
azureus.csv,0.6,0.33,0.83,0.43,0.91,0.94,0.57,0.55,0.44,0.54,0.62,0.68,0.6,0.67,0.55,0.64,0.67,0.56,0.65
dsworkbench.csv,0.5,0.71,0.42,0.5,0.97,0.72,0.55,0.57,0.88,0.71,0.83,0.54,0.5,0.66,0.88,0.56,0.55,0.9,0.47
forester-atv.csv,0.0,0.56,0.61,0.0,0.86,0.92,0.75,0.94,0.89,0.79,0.5,0.82,0.88,0.75,0.5,0.75,0.98,0.97,0.83
freelords.csv,0.41,0.45,0.4,0.4,0.47,0.41,0.49,0.45,0.33,0.44,0.41,0.41,0.35,0.41,0.5,0.43,0.41,0.42,0.45
gabel.csv,0.0,0.67,0.0,0.83,0.0,0.5,0.82,0.83,0.75,0.88,0.65,0.8,0.88,0.0,0.86,0.67,0.98,0.96,0.5
geotools.csv,0.85,0.65,0.89,0.64,0.58,0.94,0.86,0.78,0.89,0.88,0.77,0.83,0.72,0.62,0.89,0.75,0.69,0.73,0.74
google-collections.csv,0.39,0.35,0.37,0.32,0.44,0.38,0.45,0.4,0.31,0.46,0.37,0.38,0.33,0.4,0.45,0.42,0.41,0.39,0.36
jpaul.csv,0.56,0.71,0.65,0.59,0.0,0.75,0.65,0.86,0.69,0.76,0.67,0.65,0.64,0.0,0.78,0.75,0.71,0.9,0.92
mycila.csv,0.0,0.83,0.93,0.6,0.93,0.9,0.92,0.94,0.74,0.89,0.9,0.95,0.9,0.8,0.7,0.83,0.97,0.97,0.75
neodatis-odb.csv,0.94,0.6,0.5,0.73,0.95,0.95,0.81,0.82,0.47,0.62,0.9,0.97,0.6,0.86,0.66,0.68,0.78,0.79,0.58
octet.csv,0.52,0.37,0.44,0.88,0.86,0.69,0.65,0.56,0.88,0.53,0.83,0.4,0.68,0.88,0.8,0.5,0.46,0.56,0.67
pokenetonline.csv,0.49,0.39,0.41,0.65,0.52,0.54,0.53,0.64,0.8,0.6,0.67,0.37,0.39,0.68,0.75,0.55,0.46,0.42,0.86
rcp-company-uibindings.csv,0.36,0.35,0.36,0.33,0.44,0.39,0.44,0.4,0.29,0.45,0.37,0.38,0.34,0.41,0.45,0.42,0.41,0.4,0.34
scenemonitor.csv,0.35,0.45,0.39,0.5,0.43,0.54,0.38,0.66,0.53,0.5,0.52,0.39,0.45,0.41,0.53,0.46,0.45,0.46,0.5
thedata.csv,0.83,0.75,0.94,0.62,0.53,0.74,0.89,0.56,0.65,0.95,0.69,0.97,0.93,0.58,0.65,0.92,0.95,0.65,0.75
twostep.csv,0.91,0.38,0.44,0.6,0.62,0.62,0.63,0.49,0.6,0.4,0.52,0.55,0.58,0.87,0.83,0.5,0.53,0.56,0.5
