,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.46,0.54,0.65,0.52,0.96,0.55,0.21,0.33,0.52,0.12,0.27,0.17,0.67,0.05,0.14,0.62,0.44,0.4,0.09
autofac.csv,0.75,0.61,0.48,0.98,0.46,0.43,0.48,0.47,0.48,0.25,0.15,0.52,0.59,0.1,0.3,0.64,0.42,0.74,0.07
avisynth2.csv,0.0,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.18,0.1,1.0,0.0,0.0,0.07,0.02,0.0
azureus.csv,0.59,0.51,0.44,0.56,0.25,0.25,0.38,0.3,0.46,0.23,0.35,1.0,0.49,0.0,0.17,0.27,0.33,0.82,0.1
dsworkbench.csv,0.6,0.14,1.0,0.47,0.59,0.46,0.38,0.42,0.36,0.05,0.0,0.39,0.57,0.06,0.27,0.37,0.38,0.29,0.17
forester-atv.csv,0.02,0.98,0.44,0.07,0.09,0.2,0.19,0.42,0.41,0.18,0.0,0.33,0.21,0.0,0.22,0.27,0.23,0.26,0.0
freelords.csv,0.81,0.44,0.82,0.52,0.63,0.98,0.5,0.47,0.58,0.21,0.32,0.45,0.84,0.11,0.24,0.49,0.43,0.86,0.1
gabel.csv,0.02,0.0,0.0,0.23,0.0,0.05,0.5,0.0,0.17,1.0,0.24,0.07,0.18,0.0,0.14,0.07,0.19,0.17,0.0
geotools.csv,0.47,0.33,0.38,0.3,0.33,0.25,0.42,0.47,0.28,0.0,0.26,0.31,0.38,0.12,0.38,0.13,0.97,0.46,0.07
google-collections.csv,0.99,0.55,0.87,0.64,0.71,0.85,0.45,0.51,0.56,0.15,0.32,0.41,0.84,0.09,0.22,0.54,0.43,0.98,0.11
jpaul.csv,0.58,0.42,0.42,0.55,0.0,0.0,1.0,0.28,0.36,0.22,0.0,0.45,0.43,0.0,0.25,0.47,0.31,0.27,0.12
mycila.csv,0.02,0.06,0.34,0.41,0.19,0.18,0.0,0.15,0.36,0.0,1.0,0.18,0.14,0.0,0.13,0.06,0.17,0.26,0.1
neodatis-odb.csv,0.35,0.43,0.53,0.47,0.35,0.28,0.47,0.96,0.52,0.13,0.2,0.29,0.49,0.0,0.15,0.4,0.23,0.56,0.14
octet.csv,0.79,0.61,0.71,0.43,0.18,0.36,0.35,0.39,0.14,0.25,0.25,0.45,0.41,0.0,0.83,0.68,0.44,0.7,0.11
pokenetonline.csv,0.61,0.51,0.79,0.45,0.46,0.51,0.31,0.34,0.4,0.16,0.27,0.42,0.99,0.09,0.55,0.65,0.45,0.63,0.0
rcp-company-uibindings.csv,0.95,0.57,0.86,0.62,0.71,0.84,0.46,0.51,0.54,0.14,0.32,0.43,0.83,0.1,0.22,0.54,0.44,1.0,0.09
scenemonitor.csv,0.76,0.56,0.7,0.47,0.39,0.6,0.53,0.41,0.97,0.25,0.19,0.45,0.65,0.19,0.17,0.44,0.43,0.75,0.0
thedata.csv,0.12,0.24,0.38,0.42,0.42,0.38,0.08,0.34,0.32,0.0,0.38,0.19,0.27,0.07,0.15,0.42,0.26,0.54,1.0
twostep.csv,0.24,0.68,0.67,0.57,0.37,0.41,0.56,0.43,0.46,0.22,0.24,0.49,0.55,0.0,0.31,1.0,0.45,0.61,0.08
