,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.7,0.65,0.91,0.68,0.07,0.67,0.85,0.79,0.57,0.76,0.73,0.92,0.74,0.85,0.81,0.63,0.59,0.75,0.8
autofac.csv,0.63,0.62,0.71,0.03,0.7,0.79,0.55,0.6,0.62,0.45,0.88,0.46,0.57,0.64,0.53,0.46,0.65,0.64,0.84
avisynth2.csv,1.0,0.96,0.96,0.97,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.89,0.95,0.0,1.0,1.0,0.96,0.99,1.0
azureus.csv,0.76,0.62,0.72,0.81,0.85,0.86,0.74,0.78,0.74,0.5,0.59,0.0,0.67,1.0,0.77,1.03,0.77,0.36,0.79
dsworkbench.csv,0.57,0.95,0.0,0.68,0.55,0.7,0.67,0.66,0.76,0.95,1.01,0.62,0.83,0.81,0.72,0.92,0.65,0.83,0.63
forester-atv.csv,0.99,0.04,0.72,0.97,0.95,0.9,0.88,0.71,0.71,0.76,1.0,0.73,0.88,1.0,0.86,0.85,0.83,0.86,1.0
freelords.csv,0.32,0.76,0.59,0.77,0.85,0.07,0.69,0.78,0.7,0.67,0.71,0.8,0.57,0.82,0.64,0.83,0.8,0.64,0.77
gabel.csv,0.99,1.0,1.0,0.86,1.0,0.97,0.6,1.0,0.9,0.0,0.75,0.96,0.9,1.0,0.87,0.96,0.87,0.9,1.0
geotools.csv,0.85,0.77,0.8,0.89,0.82,0.87,0.71,0.63,0.82,1.0,0.74,0.73,0.86,0.55,0.58,0.92,0.06,0.7,0.83
google-collections.csv,0.01,1.0,0.94,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.99,0.92,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.77,0.68,0.74,0.6,1.0,1.01,0.0,0.81,0.73,0.57,1.0,0.56,0.77,1.0,0.73,0.66,0.75,0.85,0.77
mycila.csv,0.99,0.97,0.82,0.75,0.9,0.9,1.05,0.91,0.75,1.0,0.0,0.88,0.94,1.0,0.82,0.97,0.89,0.85,0.79
neodatis-odb.csv,0.93,0.74,0.65,0.68,0.78,0.86,0.57,0.08,0.64,0.74,0.82,0.78,0.67,1.01,0.81,0.73,0.84,0.85,0.61
octet.csv,1.05,0.58,0.71,0.72,0.9,0.86,0.7,0.68,0.92,0.48,0.81,0.67,0.74,1.03,0.29,0.38,0.61,0.61,0.78
pokenetonline.csv,0.56,0.62,0.66,0.68,0.75,0.67,0.75,0.74,0.71,0.69,0.73,0.76,0.02,0.73,0.57,0.44,0.57,0.57,1.01
rcp-company-uibindings.csv,0.51,1.0,1.0,1.0,1.0,1.0,0.98,0.99,1.0,0.96,1.0,0.94,0.88,0.9,1.0,1.0,0.97,0.1,0.97
scenemonitor.csv,0.39,0.59,0.49,0.68,0.81,0.64,0.52,0.67,0.05,0.45,0.82,0.61,0.58,0.42,0.77,0.69,0.69,0.45,1.08
thedata.csv,1.06,0.85,0.8,0.74,0.82,0.82,0.96,0.78,0.78,1.02,0.56,0.86,0.85,0.78,0.8,0.7,0.8,0.65,0.0
twostep.csv,0.86,0.58,0.69,0.55,0.78,0.76,0.47,0.67,0.64,0.51,0.8,0.5,0.62,1.03,0.72,0.0,0.61,0.59,0.81
