,pokeglobal.csv,robocode.csv,gogoego.csv,uwom-server.csv,algebsql.csv,jhotdraw.csv,autoopencas.csv,springside.csv,jam-daq.csv,trinitycore.csv
algebsql.csv,0.67,0.3,0.5,0.19,0.9,0.19,0.28,0.47,0.54,0.18
autoopencas.csv,0.5,0.38,0.17,0.21,0.48,0.19,0.55,0.2,0.4,0.21
gogoego.csv,0.77,0.69,0.36,0.34,0.59,0.18,0.29,0.49,0.5,0.33
jam-daq.csv,0.75,0.62,0.39,0.28,0.25,0.24,0.07,0.53,0.67,0.27
jhotdraw.csv,0.58,0.38,0.23,0.39,0.53,0.45,0.32,0.31,0.53,0.39
pokeglobal.csv,0.79,0.55,0.29,0.24,0.56,0.18,0.27,0.29,0.5,0.24
robocode.csv,0.68,0.67,0.32,0.38,0.25,0.23,0.28,0.3,0.48,0.37
springside.csv,0.76,0.53,0.25,0.29,0.58,0.18,0.32,0.61,0.52,0.29
trinitycore.csv,0.67,0.36,0.2,0.37,0.0,0.2,0.31,0.23,0.49,0.39
uwom-server.csv,0.67,0.44,0.3,0.37,0.0,0.23,0.28,0.52,0.65,0.36
