,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.6,0.08,0.5,0.63,0.36,0.42,0.53,0.69,0.51,0.48,0.63,0.72,0.53,0.44,0.29,0.57,0.0,0.77
decidr.csv,0.42,0.18,0.6,0.62,0.27,0.32,0.7,0.8,0.37,0.51,0.77,0.68,0.66,0.42,0.21,0.39,0.3,0.78
elmo.csv,0.45,0.21,0.42,0.54,0.4,0.3,0.32,0.56,0.44,0.41,0.6,0.49,0.53,0.33,0.27,0.35,0.45,0.49
gpac.csv,0.5,0.14,0.48,0.52,0.39,0.34,0.72,0.78,0.29,0.41,0.67,0.68,0.65,0.39,0.16,0.43,0.4,0.73
illumination.csv,0.0,0.12,0.14,0.16,0.25,0.0,0.53,0.62,0.0,0.51,0.03,0.0,0.0,0.41,0.12,0.41,0.67,0.0
img-browse-sort.csv,0.57,0.12,0.43,0.6,0.33,0.42,0.72,0.7,0.41,0.55,0.59,0.62,0.57,0.36,0.22,0.55,0.29,0.63
jajuk.csv,0.62,0.17,0.57,0.79,0.33,0.44,0.61,0.79,0.5,0.55,0.72,0.66,0.67,0.42,0.24,0.48,0.39,0.79
ktc.csv,0.72,0.19,0.62,0.71,0.37,0.45,0.22,0.72,0.59,0.46,0.6,0.6,0.59,0.36,0.3,0.44,0.3,0.74
miranda.csv,0.62,0.0,0.6,0.24,0.15,0.06,0.44,0.8,0.16,0.51,0.41,0.16,0.67,0.0,0.21,0.0,0.22,0.77
neoengine.csv,0.45,0.14,0.6,0.65,0.37,0.4,0.62,0.79,0.35,0.52,0.69,0.73,0.67,0.46,0.26,0.48,0.29,0.81
nicepress.csv,0.53,0.18,0.55,0.62,0.34,0.47,0.55,0.77,0.53,0.68,0.74,0.64,0.65,0.35,0.29,0.4,0.4,0.77
omseek.csv,0.38,0.0,0.17,0.57,0.28,0.22,0.04,0.5,0.33,0.05,0.31,0.07,0.2,0.28,0.4,0.37,0.23,0.42
rosegarden.csv,0.68,0.12,0.53,0.67,0.29,0.36,0.5,0.69,0.61,0.56,0.59,0.56,0.47,0.19,0.23,0.49,0.25,0.81
smarttag.csv,0.61,0.18,0.35,0.43,0.23,0.46,0.53,0.0,0.49,0.51,0.44,0.31,0.04,0.41,0.24,0.22,0.34,0.53
sylpheed-claws.csv,0.59,0.13,0.55,0.66,0.26,0.41,0.73,0.68,0.44,0.51,0.72,0.69,0.69,0.41,0.2,0.38,0.35,0.79
vapor.csv,0.0,0.13,0.64,0.68,0.25,0.44,0.78,0.8,0.0,0.51,0.74,0.0,0.0,0.42,0.25,0.41,0.34,0.0
zorannt.csv,0.49,0.19,0.29,0.61,0.44,0.39,0.71,0.47,0.34,0.19,0.56,0.62,0.63,0.39,0.25,0.56,0.33,0.65
zscreen.csv,0.63,0.13,0.6,0.63,0.28,0.49,0.79,0.43,0.48,0.55,0.7,0.39,0.32,0.31,0.28,0.38,0.24,0.77
