,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,362.0,863.5,297.0,197.5,196.0,372.0,91.5,198.0,489.0,1052.5,99.0,196.0,359.0,472.5,814.5,178.0,555.0,99.0
decidr.csv,1045.0,618.5,198.0,198.0,294.5,579.5,99.0,297.0,198.0,392.5,99.0,196.0,99.0,185.0,683.5,98.5,385.5,198.0
elmo.csv,1615.0,350.0,99.0,99.0,196.0,291.0,96.5,98.5,587.5,96.5,99.0,196.0,98.5,91.5,586.0,98.5,192.5,198.0
gpac.csv,2737.5,784.5,197.5,99.0,97.5,386.5,99.0,198.0,771.0,95.5,99.0,95.5,99.0,472.5,685.5,98.5,483.0,198.0
illumination.csv,0.0,699.0,94.5,99.0,295.0,0.0,99.0,297.0,0.0,492.0,97.5,0.0,0.0,467.5,685.5,98.5,289.0,0.0
img-browse-sort.csv,548.0,2117.0,395.5,780.5,196.0,284.5,91.5,198.0,280.5,195.0,99.0,194.0,99.0,650.5,997.5,74.5,286.5,197.5
jajuk.csv,1978.0,1349.0,198.0,99.0,295.0,482.0,96.5,99.0,684.0,96.5,99.0,196.0,99.0,566.0,683.5,98.5,384.0,198.0
ktc.csv,271.5,782.5,99.0,99.0,196.0,288.0,61.5,197.5,195.5,96.5,99.0,95.5,99.0,306.0,392.0,98.5,346.0,99.0
miranda.csv,1623.5,78.0,99.0,488.5,108.0,412.0,88.5,297.0,916.5,195.0,99.0,149.0,99.0,24.5,782.0,0.0,93.5,198.0
neoengine.csv,656.0,703.0,99.0,99.0,393.5,579.5,90.5,198.0,293.0,473.0,99.0,196.0,98.5,184.0,391.0,425.5,287.5,198.0
nicepress.csv,857.5,517.0,297.0,99.0,295.0,93.5,96.5,297.0,585.5,96.5,99.0,196.0,99.0,91.5,391.0,98.5,387.5,296.5
omseek.csv,89.5,97.5,99.0,99.0,138.5,282.0,80.5,92.5,73.5,191.5,97.5,175.0,87.5,179.0,193.5,606.0,266.0,99.0
rosegarden.csv,1320.5,1740.0,297.0,198.0,393.5,388.5,96.5,198.0,193.0,195.0,99.0,95.5,195.0,214.5,684.5,98.5,289.0,99.0
smarttag.csv,454.5,289.0,98.5,1048.5,393.5,481.0,182.0,0.0,193.0,195.0,99.0,337.0,55.5,277.5,587.0,60.5,286.5,98.5
sylpheed-claws.csv,2839.5,784.5,297.0,198.0,393.5,579.5,99.0,99.0,297.0,492.0,99.0,196.0,99.0,379.0,782.0,98.5,483.0,198.0
vapor.csv,0.0,784.5,99.0,99.0,393.5,288.0,99.0,297.0,0.0,492.0,99.0,0.0,0.0,566.0,683.5,98.5,483.0,0.0
zorannt.csv,2008.0,524.0,97.5,99.0,184.0,189.0,96.5,99.0,568.0,437.5,98.5,196.0,97.5,91.5,191.0,98.5,192.5,198.0
zscreen.csv,460.5,434.0,297.0,198.0,393.5,286.5,91.5,193.5,488.0,1076.5,99.0,95.5,86.5,373.0,293.5,98.5,385.5,99.0
