,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.58,0.65,0.0,0.31,0.6,0.78,0.5,0.59
chaperon.csv,0.43,0.24,0.73,0.49,0.33,0.47,0.2,0.32
forester-atv.csv,0.76,0.03,0.25,0.1,0.68,0.1,0.0,0.46
gephex.csv,0.27,0.66,0.05,0.43,0.79,0.74,0.7,0.8
pokenetonline.csv,0.57,0.7,0.12,0.48,0.79,0.78,0.77,0.89
primefaces.csv,0.45,0.71,0.15,0.46,0.83,0.78,0.84,0.77
rcp-company-uibindings.csv,0.53,0.4,0.22,0.5,0.57,0.62,0.61,0.93
yarp0.csv,0.47,0.48,0.2,0.61,0.38,0.58,0.36,0.5
