,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,97.5,192.0,98.5,190.0,93.5,189.0,98.5,204.5,9996.0,94.5,225.5,99.0,482.5,158.0,197.0,0.0
customsagetv.csv,97.5,150.0,98.5,193.0,93.5,192.0,94.5,372.5,4855.5,97.5,79.5,224.5,581.5,152.0,914.0,98.5
glas.csv,97.5,99.0,99.0,289.5,96.5,485.0,97.5,98.5,3392.0,97.5,1276.5,99.0,581.5,377.0,197.0,98.5
intact.csv,97.5,99.0,97.5,286.5,96.5,290.5,96.5,98.5,30536.5,96.5,452.5,180.0,290.5,260.0,797.5,175.0
japano.csv,97.5,193.0,99.0,194.0,96.5,582.5,98.5,1634.5,52944.5,96.5,1623.5,99.0,186.0,690.5,98.5,99.0
jas.csv,97.5,94.5,99.0,94.5,96.5,93.5,91.5,289.0,10645.0,94.5,450.5,99.0,567.5,96.5,98.5,99.0
lazarus-ccr.csv,95.5,99.0,99.0,290.5,71.5,583.5,98.5,98.5,31502.5,97.5,1621.0,99.0,561.5,690.5,197.0,99.0
officefloor.csv,97.5,95.5,98.5,290.5,62.5,384.0,96.5,98.5,14407.0,97.5,81.5,370.5,581.5,335.0,180.5,74.5
primefaces.csv,97.5,99.0,99.0,289.5,96.5,387.0,98.5,98.5,53035.0,97.5,1283.5,99.0,581.5,690.5,197.0,99.0
pustefix.csv,97.5,122.0,99.0,194.0,93.5,191.0,94.5,366.5,43423.5,96.5,248.5,99.0,380.5,96.5,197.0,98.5
red5.csv,97.5,181.0,99.0,290.5,96.5,581.0,96.5,98.5,15424.5,97.5,1623.5,274.5,486.0,474.0,197.0,99.0
redshell.csv,91.5,95.5,99.0,290.5,82.5,486.0,98.5,98.5,10276.5,13.5,1073.5,95.5,282.0,690.5,196.0,99.0
rohxel.csv,97.5,278.5,98.5,190.0,96.5,94.5,92.5,246.5,13600.0,96.5,362.5,88.5,1374.5,810.5,98.5,98.5
roolo.csv,97.5,99.0,99.0,290.5,93.5,193.5,98.5,97.5,40148.5,94.5,1060.0,99.0,486.0,97.5,98.5,93.5
toped.csv,97.5,99.0,99.0,192.0,366.0,680.0,98.5,98.5,44266.5,97.5,1173.0,99.0,484.0,690.5,98.5,99.0
xreal.csv,84.0,99.0,99.0,94.5,96.5,290.5,96.5,97.5,6131.0,172.0,90.0,97.5,193.0,184.0,906.5,98.5
