,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.77,0.21,0.5,0.1,0.08,0.18,0.4,0.22,0.45,0.35,0.04,0.45,0.6,0.14,0.75,0.0
customsagetv.csv,0.77,0.17,0.26,0.2,0.38,0.39,0.35,0.17,0.26,0.61,0.88,0.3,0.6,0.14,0.62,0.1
glas.csv,0.81,0.83,0.46,0.6,0.77,0.58,0.77,0.65,0.34,0.8,0.83,0.55,1.0,0.65,0.75,0.62
intact.csv,0.88,0.88,0.46,0.63,0.33,0.45,0.6,0.52,0.92,0.75,0.58,0.25,1.0,0.19,0.62,0.45
japano.csv,0.42,0.62,0.47,0.87,0.95,0.77,0.77,0.57,0.79,0.61,0.94,0.9,0.2,0.73,1.0,0.92
jas.csv,0.5,0.08,0.37,0.57,0.74,0.23,0.21,0.26,0.24,0.29,0.38,0.45,0.2,0.22,0.88,0.28
lazarus-ccr.csv,0.5,0.79,0.8,0.83,0.44,0.57,0.65,0.96,0.71,0.59,0.02,0.7,0.6,0.78,0.38,0.42
officefloor.csv,0.92,0.42,0.42,0.4,0.03,0.48,0.3,0.78,0.63,0.65,0.1,0.05,1.0,0.19,0.0,0.05
primefaces.csv,1.0,1.0,0.99,0.8,0.67,0.8,0.98,1.0,0.92,1.0,0.38,0.75,1.0,1.0,0.62,0.82
pustefix.csv,0.69,0.04,0.38,0.63,0.28,0.35,0.37,0.61,0.47,0.8,0.44,0.5,0.2,0.16,0.62,0.38
red5.csv,0.88,0.67,0.41,0.83,0.95,0.71,0.67,0.96,0.42,0.8,0.63,0.6,1.0,0.62,0.5,0.9
redshell.csv,0.08,0.25,0.76,0.67,0.33,0.69,0.56,0.91,0.18,0.02,0.54,0.65,0.4,0.59,0.62,0.52
rohxel.csv,0.23,0.71,0.39,0.27,0.72,0.34,0.09,0.0,0.16,0.69,0.37,0.4,0.0,0.41,0.12,0.68
roolo.csv,0.38,0.58,0.69,0.73,0.23,0.33,0.53,0.7,0.68,0.59,1.0,0.7,1.0,0.41,1.0,0.78
toped.csv,0.81,0.71,0.9,0.8,0.9,0.94,0.86,0.91,0.58,0.78,0.96,0.8,1.0,0.95,0.75,0.92
xreal.csv,0.27,0.33,0.23,0.4,0.28,0.38,0.47,0.17,0.11,0.12,0.38,0.35,1.0,0.19,0.5,0.2
