,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.34,0.8,0.71,0.91,0.92,0.85,0.63,0.8,0.6,0.85,0.96,0.56,0.54,0.87,0.66,1.0
customsagetv.csv,0.59,0.85,0.83,0.81,0.77,0.69,0.74,0.83,0.74,0.51,0.15,0.71,0.49,0.87,0.43,0.9
glas.csv,0.61,0.94,0.74,0.6,0.51,0.79,0.7,0.8,0.67,0.69,0.75,0.79,0.42,0.49,0.78,0.76
intact.csv,0.55,0.62,0.59,0.5,0.72,0.64,0.6,0.62,0.59,0.92,0.67,0.83,0.58,0.82,0.44,0.81
japano.csv,0.74,0.9,0.82,0.85,1.0,0.6,0.93,0.8,0.97,1.07,0.96,0.9,0.92,0.88,0.74,0.97
jas.csv,0.71,0.92,0.74,0.72,0.86,0.8,0.84,0.75,0.81,0.78,0.66,0.67,0.81,0.81,0.2,0.85
lazarus-ccr.csv,0.94,0.35,0.54,0.84,0.63,0.89,0.77,0.92,0.68,0.78,1.11,0.81,0.89,0.86,0.96,0.59
officefloor.csv,0.71,0.67,0.69,0.64,0.97,0.85,0.71,0.62,0.46,0.49,0.91,0.96,0.89,0.83,1.0,0.95
primefaces.csv,1.0,1.0,1.0,0.85,0.72,0.7,0.9,1.0,0.98,1.0,0.82,0.85,1.0,1.0,0.8,0.25
pustefix.csv,0.66,0.96,0.88,0.68,0.77,0.73,0.72,0.46,0.92,0.91,0.61,0.64,0.94,0.91,0.99,0.75
red5.csv,0.97,0.57,0.64,0.8,0.91,0.83,0.53,0.97,0.64,0.8,1.02,0.98,0.73,0.48,0.53,0.82
redshell.csv,0.95,0.79,0.44,0.65,0.72,0.84,0.82,0.88,0.85,0.98,0.68,0.74,0.73,0.85,0.79,0.73
rohxel.csv,0.8,0.91,0.71,0.75,0.39,0.66,0.91,1.0,0.89,0.74,0.64,0.65,1.01,0.65,0.88,0.74
roolo.csv,0.88,0.8,0.59,0.83,0.82,0.75,0.86,0.86,0.81,0.61,0.61,0.34,0.68,0.77,0.94,0.85
toped.csv,0.81,0.71,0.88,0.81,1.01,1.0,0.98,0.94,0.94,0.24,0.64,0.86,0.97,0.98,0.93,0.89
xreal.csv,0.79,0.79,0.78,0.64,0.8,0.65,0.79,0.94,0.92,0.99,0.62,0.74,0.02,0.82,0.53,0.82
