,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.72,0.1,0.65,0.31,0.31,0.55,0.56,0.38,0.13,0.45,0.43,0.65
gamestone.csv,0.2,0.64,0.29,0.36,0.24,0.0,0.05,0.22,0.03,0.18,0.0,0.12
gbif-providertoolkit.csv,0.58,0.0,0.36,0.46,0.59,0.34,0.49,0.42,0.15,0.48,0.22,0.58
heekscad.csv,0.79,0.43,0.62,0.47,0.34,0.64,0.51,0.32,0.11,0.47,0.43,0.81
igarden.csv,0.56,0.27,0.49,0.54,0.49,0.58,0.38,0.24,0.12,0.21,0.53,0.42
levent.csv,0.72,0.1,0.49,0.29,0.33,0.74,0.49,0.28,0.0,0.23,0.37,0.65
lportal.csv,0.36,0.0,0.4,0.0,0.13,0.21,0.05,0.32,0.25,0.03,0.0,0.15
openmsx.csv,0.73,0.23,0.37,0.49,0.24,0.56,0.15,0.23,0.0,0.54,0.29,0.52
owlapi.csv,0.43,0.0,0.38,0.2,0.3,0.65,0.49,0.51,0.03,0.46,0.3,0.63
pnotepad.csv,0.69,0.31,0.64,0.48,0.29,0.71,0.47,0.23,0.08,0.44,0.33,0.92
quark.csv,0.48,0.5,0.51,0.12,0.36,0.15,0.14,0.19,0.13,0.18,0.59,0.44
xcsoar.csv,0.74,0.24,0.71,0.45,0.39,0.46,0.34,0.33,0.13,0.4,0.33,0.37
