,recall,precision,pf,wins
autowikibrowser.csv,0.69,0.37,0.36,15
dynalloy.csv,0.7,0.32,0.54,9
enzo.csv,0.86,0.26,0.76,3
hydrogen.csv,1.0,0.25,1.0,0
jcae.csv,0.19,0.38,0.08,14
kmatplot.csv,0.5,0.27,0.45,6
lphant.csv,0.81,0.26,0.66,5
natpad.csv,0.5,0.35,0.38,10
nosleepsoftware.csv,0.07,0.2,0.08,2
ossbuild.csv,0.69,0.37,0.44,13
quarkplayer.csv,0.23,0.22,0.26,1
quickfast.csv,0.81,0.35,0.74,8
rezilla.csv,0.5,0.24,0.46,4
rhex.csv,0.31,0.37,0.28,11
rocrail.csv,0.64,0.4,0.4,16
virtuoso.csv,0.91,0.35,0.89,7
yield.csv,0.79,0.34,0.47,12
