,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.47,0.46,0.46,0.37,0.05,0.46,0.46
encog-java.csv,0.0,0.03,0.56,0.01,0.0,0.54,0.15
h2database.csv,0.11,0.0,0.08,0.08,0.04,0.15,0.38
haphazard.csv,0.12,0.03,0.08,0.16,0.24,0.0,0.23
jaql.csv,0.48,0.39,0.29,0.01,0.96,0.37,0.31
raven-monitoring.csv,0.7,0.6,0.0,0.47,0.45,0.56,0.54
v8.csv,0.61,0.73,1.0,0.71,0.96,0.81,0.0
