,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.47,0.44,0.5,0.46,0.66,0.53,0.55
encog-java.csv,0.97,0.91,0.58,0.86,0.0,0.58,0.94
h2database.csv,0.97,0.98,0.8,0.97,0.91,0.89,0.59
haphazard.csv,0.98,0.93,0.91,0.97,0.84,0.91,0.98
jaql.csv,0.44,0.54,0.66,0.57,0.57,0.44,0.63
raven-monitoring.csv,0.47,0.54,0.67,0.62,0.58,0.51,0.66
v8.csv,0.48,0.39,0.36,0.39,0.56,0.35,0.44
