,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,99.0,393.5,701.0,89.5
pcgen.csv,99.0,565.5,4042.0,295.0
selenium.csv,98.5,195.5,899.0,97.5
tolven.csv,96.5,195.5,3330.5,295.0
