,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.0,1.0,3.0,0.0,5.0,0.0,1.0,1.0,57.0,77.0,1.0,0.0,82.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0
aubit4gl.csv,3.0,0.0,3.0,16.0,0.0,0.0,1.0,17.0,1.0,8.0,0.0,0.0,4.0,3.0,0.0,20.0,2.0,7.0,0.0,6.0
bionote.csv,204.0,56.0,88.0,2.0,0.0,87.0,2.0,4.0,57.0,77.0,68.0,79.0,82.0,86.0,62.0,0.0,185.0,0.0,2.0,3.0
bullet.csv,1.0,0.0,19.0,1.0,0.0,0.0,5.0,6.0,18.0,3.0,9.0,2.0,10.0,4.0,0.0,17.0,2.0,6.0,2.0,2.0
customwars.csv,0.0,1.0,88.0,20.0,2.0,4.0,1.0,0.0,0.0,77.0,4.0,0.0,82.0,1.0,62.0,3.0,1.0,17.0,10.0,9.0
findbugs.csv,4.0,0.0,10.0,1.0,0.0,1.0,3.0,1.0,0.0,77.0,0.0,0.0,25.0,1.0,0.0,4.0,9.0,14.0,0.0,10.0
frogatto.csv,10.0,1.0,7.0,1.0,1.0,0.0,3.0,14.0,5.0,13.0,0.0,0.0,82.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0
grisbi.csv,2.0,14.0,21.0,21.0,0.0,0.0,1.0,0.0,20.0,5.0,8.0,0.0,10.0,4.0,0.0,25.0,1.0,6.0,0.0,3.0
lsb.csv,2.0,0.0,25.0,0.0,1.0,0.0,11.0,1.0,3.0,3.0,7.0,1.0,6.0,3.0,0.0,14.0,3.0,8.0,0.0,6.0
oscarmcmaster.csv,6.0,0.0,3.0,181.0,101.0,1.0,5.0,3.0,0.0,77.0,0.0,0.0,82.0,1.0,0.0,59.0,68.0,1.0,2.0,0.0
plearn.csv,0.0,56.0,8.0,1.0,2.0,0.0,1.0,8.0,3.0,22.0,2.0,0.0,9.0,0.0,0.0,59.0,2.0,9.0,0.0,6.0
psrchive.csv,10.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,57.0,1.0,0.0,0.0,82.0,0.0,0.0,3.0,1.0,10.0,1.0,2.0
re2c.csv,4.0,0.0,9.0,1.0,2.0,2.0,4.0,7.0,3.0,12.0,2.0,0.0,7.0,2.0,0.0,12.0,1.0,6.0,0.0,7.0
rebecca-aiml.csv,3.0,0.0,7.0,1.0,2.0,1.0,1.0,6.0,3.0,7.0,1.0,1.0,5.0,2.0,2.0,15.0,1.0,2.0,2.0,2.0
rtrt-on-gpu.csv,4.0,0.0,10.0,3.0,2.0,1.0,1.0,10.0,0.0,9.0,2.0,3.0,17.0,5.0,0.0,12.0,2.0,20.0,2.0,10.0
stemkit.csv,2.0,0.0,88.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,82.0,0.0,0.0,59.0,0.0,8.0,0.0,8.0
tcvp.csv,1.0,0.0,0.0,3.0,2.0,1.0,177.0,12.0,1.0,9.0,0.0,4.0,0.0,5.0,0.0,12.0,2.0,6.0,0.0,7.0
tktoolkit.csv,3.0,2.0,14.0,1.0,2.0,0.0,0.0,1.0,6.0,11.0,2.0,0.0,82.0,4.0,0.0,9.0,4.0,10.0,0.0,11.0
tycho.csv,3.0,0.0,7.0,181.0,0.0,1.0,9.0,14.0,4.0,4.0,0.0,0.0,8.0,2.0,0.0,12.0,0.0,8.0,0.0,4.0
xstore.csv,10.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,12.0,12.0,0.0,6.0,4.0,0.0,2.0,20.0,0.0,3.0,1.0,3.0
