,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.55,0.33,0.43,1.0,0.69,0.8,0.11,0.22,0.0,0.0,0.89,1.0,0.0,0.67,1.0,0.38,0.6,0.97,0.64,0.45
aubit4gl.csv,0.32,0.09,0.15,0.38,0.98,0.75,0.11,0.1,0.18,0.07,0.4,0.81,0.14,0.44,0.44,0.06,0.22,0.26,0.32,0.18
bionote.csv,0.0,0.0,0.0,0.71,0.69,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.25,0.47
bullet.csv,0.31,0.1,0.17,0.7,0.56,1.0,0.14,0.17,0.12,0.08,0.54,0.85,0.12,0.6,0.6,0.13,0.33,0.2,0.36,0.23
customwars.csv,0.29,0.33,0.0,0.36,0.54,0.69,0.33,1.0,0.33,0.0,0.43,1.0,0.0,0.75,0.0,0.38,0.62,0.21,0.27,0.24
findbugs.csv,0.31,0.14,0.26,0.24,0.71,0.81,0.32,0.24,0.4,0.0,0.77,0.69,0.05,0.7,0.75,0.33,0.36,0.19,1.0,0.24
frogatto.csv,0.35,0.27,0.25,0.22,0.53,0.81,0.13,0.21,0.19,0.12,1.0,0.95,0.0,0.63,0.89,0.18,0.6,0.29,0.48,0.23
grisbi.csv,0.3,0.07,0.16,0.48,0.58,0.81,0.12,0.15,0.13,0.07,0.57,1.0,0.12,0.62,0.59,0.12,0.36,0.2,0.37,0.22
lsb.csv,0.29,0.11,0.18,1.0,0.53,0.82,0.13,0.15,0.18,0.08,0.58,0.91,0.12,0.61,0.58,0.13,0.55,0.2,0.41,0.2
oscarmcmaster.csv,0.29,1.0,0.2,0.0,0.0,0.6,0.09,0.44,1.0,0.0,0.5,1.0,0.0,0.67,0.56,0.0,0.07,0.38,0.46,1.0
plearn.csv,1.0,0.0,0.2,0.17,0.54,0.79,0.12,0.14,0.21,0.04,0.5,0.79,0.08,0.6,0.62,0.0,0.45,0.21,0.42,0.17
psrchive.csv,0.35,0.2,1.0,1.0,0.5,0.75,0.2,0.11,0.0,0.5,1.0,1.0,0.0,0.6,1.0,0.25,0.67,0.29,0.75,0.25
re2c.csv,0.46,1.0,0.21,0.3,0.65,0.72,0.13,0.26,0.26,0.08,0.5,0.76,0.1,0.53,0.61,0.06,0.71,0.13,0.31,0.12
rebecca-aiml.csv,0.47,0.24,0.3,0.32,0.5,0.9,0.15,0.3,0.33,0.17,0.56,0.93,0.14,0.7,0.62,0.11,0.96,0.25,0.56,0.24
rtrt-on-gpu.csv,0.36,0.02,0.14,0.36,0.6,0.71,0.18,0.14,1.0,0.06,0.45,0.66,0.05,0.45,0.48,0.05,0.28,0.21,0.5,0.17
stemkit.csv,0.43,0.14,0.0,0.38,0.44,0.79,0.17,0.5,0.4,1.0,0.31,0.53,0.0,0.75,1.0,0.0,1.0,0.11,1.0,0.08
tcvp.csv,0.34,0.11,0.19,0.35,0.6,0.84,0.0,0.07,0.31,0.09,0.5,0.78,1.0,0.44,0.54,0.08,0.37,0.2,0.41,0.14
tktoolkit.csv,0.36,0.12,0.2,0.47,0.51,0.9,1.0,0.14,0.12,0.1,0.42,0.8,0.0,0.48,0.53,0.18,0.49,0.16,0.48,0.16
tycho.csv,0.3,0.16,0.22,0.0,0.44,0.76,0.16,0.09,0.12,0.08,0.66,0.88,0.1,0.47,0.97,0.1,0.22,0.22,0.42,0.21
xstore.csv,0.29,0.13,0.18,0.28,0.54,0.85,0.14,0.17,0.14,0.06,0.64,0.82,0.15,1.0,0.62,0.13,0.45,0.21,0.36,0.21
