,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.72,0.83,0.79,0.98,0.63,0.78,0.92,0.78,1.0,1.0,0.78,0.83,1.0,0.83,0.91,0.41,0.67,0.07,0.76,0.81
aubit4gl.csv,0.67,0.89,0.73,0.59,0.03,0.76,0.83,0.86,0.75,0.77,0.88,0.74,0.65,0.82,0.94,0.96,0.94,0.61,0.81,0.77
bionote.csv,1.0,1.0,1.0,0.89,0.8,1.0,0.87,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.93,0.97,0.83
bullet.csv,0.71,0.76,0.81,0.84,0.77,0.0,0.72,0.69,0.94,0.8,0.81,0.66,0.66,0.64,0.66,0.83,0.71,0.73,0.89,0.71
customwars.csv,0.89,0.83,1.0,0.68,0.69,0.82,0.91,0.06,0.9,1.0,0.92,0.91,1.0,0.87,1.0,0.41,0.71,0.77,0.89,0.72
findbugs.csv,0.71,0.62,0.67,0.88,0.7,0.77,0.74,0.56,0.8,1.01,0.55,1.0,0.96,0.67,0.83,0.64,0.75,0.72,0.07,0.72
frogatto.csv,0.63,0.52,0.53,0.94,0.92,0.61,0.86,0.62,0.75,0.7,0.0,0.72,1.0,0.59,0.77,0.58,0.48,0.56,0.66,0.68
grisbi.csv,0.89,0.98,0.74,0.52,0.7,0.67,0.89,0.95,0.92,0.82,0.72,0.02,0.79,0.59,0.69,0.99,0.58,0.73,0.92,0.88
lsb.csv,0.88,0.69,0.7,0.02,0.82,0.59,0.87,0.99,0.78,0.78,0.69,0.42,0.81,0.6,0.67,0.93,0.36,0.76,0.91,0.9
oscarmcmaster.csv,0.92,0.83,0.93,1.0,1.0,0.96,0.96,0.77,0.9,1.0,0.92,0.95,1.0,0.79,0.71,1.0,1.05,0.9,0.8,0.19
plearn.csv,0.07,1.0,0.7,1.02,0.75,0.72,0.77,0.85,0.62,0.89,0.75,0.81,0.84,0.64,0.61,1.0,0.47,0.66,0.84,0.79
psrchive.csv,0.9,0.84,0.0,0.84,0.87,0.96,0.79,0.94,1.0,0.83,0.89,0.89,1.0,0.94,0.97,0.88,0.96,0.87,0.89,0.88
re2c.csv,0.65,0.0,0.58,0.6,0.55,0.78,0.92,0.72,0.55,0.75,0.75,0.86,0.81,0.74,0.65,0.92,0.23,0.85,0.86,0.89
rebecca-aiml.csv,0.66,0.42,0.5,0.62,0.87,0.63,0.74,0.45,0.62,0.39,0.7,0.64,0.71,0.59,0.86,0.82,0.02,0.62,0.67,0.67
rtrt-on-gpu.csv,0.68,1.17,0.76,0.51,0.6,0.81,0.61,0.85,0.0,0.79,0.84,1.04,0.93,0.82,0.81,0.96,0.72,0.73,0.65,0.82
stemkit.csv,0.95,0.71,1.0,0.55,0.89,0.85,0.84,0.94,0.8,0.0,0.93,1.04,1.02,0.94,0.86,1.0,0.93,0.94,0.93,0.98
tcvp.csv,0.68,0.69,0.66,0.55,0.62,0.61,1.0,0.92,0.55,0.74,0.74,0.81,0.11,0.83,0.83,0.86,0.58,0.73,0.67,0.85
tktoolkit.csv,0.78,0.72,0.61,0.43,0.74,0.61,0.09,0.74,0.84,0.6,0.87,0.76,1.02,0.8,0.81,0.58,0.63,0.77,0.6,0.81
tycho.csv,0.7,0.63,0.58,1.0,0.89,0.73,0.77,0.9,0.85,0.7,0.51,0.54,0.74,0.81,0.04,0.87,0.83,0.63,0.65,0.71
xstore.csv,0.71,0.63,0.68,0.7,0.9,0.48,0.77,0.68,0.79,0.79,0.52,0.88,0.58,0.02,0.69,0.79,0.46,0.68,0.76,0.7
