,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.38,0.22,0.29,0.04,0.51,0.37,0.1,0.23,0.0,0.0,0.36,0.29,0.0,0.28,0.16,0.48,0.43,0.95,0.36,0.27
aubit4gl.csv,0.37,0.15,0.23,0.42,0.98,0.69,0.19,0.14,0.28,0.12,0.39,0.64,0.21,0.36,0.46,0.1,0.32,0.34,0.36,0.25
bionote.csv,0.0,0.0,0.0,0.19,0.31,0.0,0.16,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.06,0.25
bullet.csv,0.42,0.18,0.28,0.25,0.67,1.0,0.23,0.28,0.19,0.15,0.65,0.58,0.2,0.69,0.67,0.22,0.47,0.31,0.49,0.35
customwars.csv,0.17,0.22,0.0,0.36,0.5,0.44,0.14,0.97,0.15,0.0,0.14,0.17,0.0,0.22,0.0,0.48,0.4,0.23,0.19,0.28
findbugs.csv,0.34,0.21,0.3,0.36,0.44,0.39,0.29,0.33,0.27,0.0,0.59,0.49,0.08,0.46,0.28,0.35,0.31,0.26,0.96,0.28
frogatto.csv,0.41,0.35,0.35,0.34,0.67,0.64,0.23,0.29,0.23,0.17,1.0,0.44,0.0,0.57,0.36,0.28,0.57,0.37,0.43,0.3
grisbi.csv,0.45,0.12,0.27,0.49,0.69,0.86,0.21,0.26,0.21,0.12,0.67,0.99,0.21,0.7,0.66,0.21,0.47,0.32,0.52,0.36
lsb.csv,0.43,0.2,0.29,0.99,0.64,0.83,0.22,0.27,0.3,0.15,0.68,0.84,0.21,0.69,0.59,0.22,0.63,0.32,0.58,0.32
oscarmcmaster.csv,0.13,0.29,0.11,0.0,0.0,0.08,0.06,0.31,0.18,0.0,0.14,0.09,0.0,0.33,0.48,0.0,0.08,0.16,0.29,0.89
plearn.csv,0.96,0.0,0.26,0.27,0.61,0.48,0.17,0.16,0.31,0.07,0.42,0.62,0.12,0.52,0.6,0.0,0.53,0.3,0.25,0.23
psrchive.csv,0.16,0.18,1.0,0.27,0.23,0.08,0.21,0.08,0.0,0.25,0.2,0.19,0.0,0.12,0.06,0.17,0.07,0.18,0.19,0.17
re2c.csv,0.41,1.0,0.32,0.42,0.61,0.5,0.11,0.28,0.4,0.14,0.53,0.54,0.14,0.42,0.54,0.08,0.76,0.16,0.23,0.14
rebecca-aiml.csv,0.4,0.35,0.39,0.47,0.6,0.54,0.2,0.41,0.36,0.28,0.46,0.54,0.19,0.55,0.23,0.15,0.98,0.32,0.43,0.31
rtrt-on-gpu.csv,0.37,0.04,0.2,0.47,0.6,0.54,0.26,0.16,1.0,0.11,0.49,0.43,0.07,0.35,0.47,0.07,0.37,0.26,0.44,0.2
stemkit.csv,0.09,0.2,0.0,0.44,0.2,0.27,0.17,0.11,0.27,1.0,0.16,0.22,0.0,0.12,0.25,0.0,0.14,0.08,0.13,0.03
tcvp.csv,0.37,0.2,0.27,0.44,0.66,0.6,0.0,0.09,0.38,0.16,0.5,0.45,0.94,0.43,0.29,0.12,0.46,0.25,0.45,0.19
tktoolkit.csv,0.29,0.18,0.29,0.54,0.51,0.56,0.95,0.21,0.17,0.17,0.45,0.55,0.0,0.34,0.32,0.28,0.43,0.22,0.49,0.22
tycho.csv,0.36,0.27,0.31,0.0,0.2,0.68,0.2,0.15,0.19,0.14,0.65,0.76,0.16,0.49,0.99,0.16,0.26,0.32,0.48,0.28
xstore.csv,0.4,0.22,0.29,0.42,0.69,0.77,0.25,0.28,0.19,0.11,0.69,0.81,0.24,0.99,0.46,0.23,0.56,0.32,0.44,0.3
