,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.3,0.17,0.37,0.7,0.32,0.23,0.43,0.28,0.38,0.83,0.18,0.26,0.17,0.0,0.57,0.15,0.1
arm-webradio.csv,0.3,0.45,0.37,0.26,0.21,0.65,0.29,0.41,0.53,0.67,0.3,0.39,0.26,0.18,0.23,0.51,0.0
codepurge.csv,0.11,0.15,0.06,0.04,0.12,0.08,0.0,0.15,0.02,0.17,0.16,0.2,0.0,0.08,0.0,0.1,0.22
fw4spl.csv,0.84,0.01,0.36,0.52,0.37,0.35,0.79,0.04,0.2,0.0,0.42,0.45,0.39,0.39,0.23,0.48,0.79
glas.csv,0.24,0.33,0.48,0.26,0.22,0.12,0.43,0.43,0.0,0.33,0.37,0.2,0.37,0.17,0.2,0.39,0.15
grisbi.csv,0.78,0.75,0.77,0.43,0.79,0.85,0.07,0.83,0.55,0.5,0.84,0.89,0.61,0.77,0.67,0.72,0.8
gwanted.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.05,0.0,0.0,0.17,0.0,0.0
lcfizvtop.csv,0.59,0.16,0.43,0.61,0.57,0.0,0.07,0.28,0.31,0.33,0.54,0.31,0.41,0.24,0.53,0.41,0.11
ldview.csv,0.03,0.19,0.23,0.17,0.32,0.1,0.57,0.2,0.22,0.33,0.14,0.35,0.12,0.15,0.4,0.17,0.78
libmesh.csv,0.35,0.24,0.04,0.78,0.42,0.33,0.29,0.02,0.24,0.5,0.17,0.38,0.08,0.2,0.57,0.15,0.06
mediaportal.csv,0.0,0.02,0.06,0.83,0.72,0.0,0.0,0.02,0.0,0.83,0.03,0.0,0.0,0.05,0.77,0.0,0.12
olex2.csv,0.16,0.26,0.3,0.09,0.37,0.21,0.07,0.33,0.16,0.0,0.13,0.39,0.08,0.26,0.2,0.01,0.24
oppna-program-hsatools.csv,0.78,0.96,0.96,0.0,0.74,0.81,0.79,0.78,0.71,1.0,0.89,0.96,0.96,0.92,0.67,0.9,0.99
qlc.csv,0.03,0.01,0.0,0.35,0.23,0.06,0.71,0.15,0.07,0.0,0.07,0.11,0.01,0.12,0.23,0.01,0.01
somap.csv,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0
wxcode.csv,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.03,0.03
xcf.csv,0.68,0.54,0.7,0.13,0.33,0.4,0.29,0.65,0.56,0.0,0.54,0.6,0.74,0.44,0.0,0.86,0.88
