,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.42,0.23,0.21,0.78,0.19,0.15,0.62,0.48,0.3,0.89,0.26,0.28,0.08,1.0,0.47,0.66,0.6
arm-webradio.csv,0.39,0.14,0.19,0.84,0.28,0.14,0.85,0.3,0.31,0.85,0.15,0.23,0.17,0.54,0.63,0.51,1.0
codepurge.csv,0.67,0.21,0.3,0.94,0.29,0.2,1.0,0.22,0.0,0.9,0.29,0.36,1.0,0.58,1.0,0.73,0.43
fw4spl.csv,0.31,0.96,0.11,0.59,0.12,0.11,0.56,0.5,0.27,1.0,0.06,0.16,0.15,0.48,0.61,0.35,0.17
glas.csv,0.55,0.17,0.15,0.81,0.19,0.4,0.82,0.33,1.0,0.94,0.15,0.21,0.19,0.56,0.7,0.4,0.38
grisbi.csv,0.33,0.13,0.14,0.9,0.16,0.18,0.99,0.28,0.47,0.95,0.07,0.2,0.17,0.36,0.53,0.5,0.28
gwanted.csv,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.89,0.0,0.47,0.0,0.0,0.58,1.0,0.0
lcfizvtop.csv,0.33,0.2,0.14,0.71,0.14,1.0,0.95,0.24,0.47,0.95,0.09,0.25,0.15,0.3,0.57,0.38,0.39
ldview.csv,0.95,0.12,0.13,0.89,0.29,0.17,0.76,0.4,0.29,0.91,0.21,0.26,0.18,0.62,0.29,0.6,0.27
libmesh.csv,0.55,0.08,0.29,0.75,0.16,0.2,0.75,0.96,0.35,0.91,0.24,0.19,0.15,0.57,0.51,0.52,0.33
mediaportal.csv,0.0,0.25,0.12,0.8,0.17,0.0,1.0,0.0,0.0,0.9,0.33,0.99,1.0,0.0,0.56,1.0,0.14
olex2.csv,0.57,0.16,0.24,0.96,0.19,0.17,0.97,0.25,0.36,1.0,0.29,0.22,0.33,0.48,0.5,0.98,0.42
oppna-program-hsatools.csv,0.34,0.13,0.13,1.0,0.2,0.15,0.85,0.29,0.3,0.92,0.08,0.19,0.14,0.36,0.52,0.47,0.27
qlc.csv,0.75,0.0,1.0,0.72,0.16,0.0,0.47,0.36,0.33,1.0,0.44,0.12,0.75,0.72,0.46,0.8,0.0
somap.csv,0.36,0.13,0.14,0.82,0.18,0.19,0.82,0.36,0.4,1.0,0.08,0.19,0.14,0.38,0.56,0.46,0.27
wxcode.csv,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.67,0.0,0.71,0.0
xcf.csv,0.38,0.15,0.16,0.94,0.27,0.14,0.89,0.29,0.45,1.0,0.11,0.22,0.13,0.47,1.0,0.47,0.29
