,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.8,0.64,0.82,0.68,0.56,0.68,0.79,0.88,0.77,0.55,0.7,0.61,0.91,0.69,0.59,0.74,0.97
arm-webradio.csv,0.61,0.51,0.55,0.71,0.69,0.5,0.57,0.81,0.51,0.7,0.51,0.59,0.48,0.67,0.48,0.42,0.71
codepurge.csv,0.6,0.7,0.92,0.91,0.76,0.58,0.91,0.9,0.86,0.92,0.55,0.49,0.96,0.57,0.57,0.62,0.54
fw4spl.csv,0.59,0.98,0.78,0.81,0.82,0.56,0.79,0.86,0.75,0.56,0.73,0.99,0.52,0.69,0.69,0.57,0.79
glas.csv,0.62,0.48,0.53,0.53,0.61,0.57,0.49,0.58,0.56,0.46,0.69,0.5,0.59,0.65,0.5,0.49,0.46
grisbi.csv,0.5,0.4,0.38,0.43,0.37,0.49,0.33,0.38,0.43,0.39,0.44,0.33,0.48,0.41,0.44,0.34,0.58
gwanted.csv,0.89,0.75,0.0,0.86,0.95,0.5,0.8,0.5,0.0,0.41,0.86,0.62,0.0,0.5,0.66,0.94,0.59
lcfizvtop.csv,0.45,0.51,0.47,0.74,0.96,0.69,0.43,0.53,0.89,0.61,0.52,0.58,0.56,0.55,0.55,0.38,0.85
ldview.csv,0.7,0.98,0.94,0.95,0.95,0.9,0.89,0.86,0.97,0.94,0.94,0.71,0.96,0.96,0.94,0.79,0.72
libmesh.csv,0.59,0.99,0.94,0.58,0.66,0.86,0.58,0.86,0.96,0.7,0.64,0.94,0.75,0.84,0.63,0.96,0.97
mediaportal.csv,0.0,0.89,0.86,0.46,0.47,0.5,0.0,0.75,0.0,0.38,0.8,0.93,0.0,0.0,0.4,0.8,0.0
olex2.csv,0.75,0.59,0.5,0.56,0.55,0.53,0.34,0.5,0.62,0.58,0.71,0.48,0.94,0.64,0.8,0.53,0.59
oppna-program-hsatools.csv,0.44,0.41,0.41,0.42,0.42,0.51,0.28,0.4,0.5,0.34,0.47,0.38,0.63,0.4,0.49,0.43,0.64
qlc.csv,0.5,0.98,0.94,0.89,0.88,0.5,0.83,0.8,0.94,0.8,0.86,0.99,0.8,0.87,0.86,0.94,0.0
somap.csv,0.47,0.39,0.41,0.4,0.42,0.39,0.35,0.49,0.47,0.36,0.4,0.37,0.4,0.43,0.39,0.34,0.56
wxcode.csv,0.8,0.8,0.9,0.88,0.94,0.5,0.5,0.0,0.0,0.0,0.86,0.98,0.0,0.9,0.5,0.9,0.5
xcf.csv,0.61,0.52,0.5,0.55,0.58,0.5,0.41,0.56,0.7,0.65,0.55,0.36,0.68,0.58,0.48,0.43,0.55
