,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.65,0.56,0.64,0.92,0.73,0.81,1.03,0.43,0.85,0.68,0.5,0.67,0.86,0.02,0.74,0.73,0.81
arm-webradio.csv,0.76,0.61,0.62,0.96,0.55,0.53,0.82,0.56,0.77,1.02,0.56,0.53,0.69,0.6,0.48,0.71,0.0
codepurge.csv,0.77,0.69,0.84,0.82,0.74,0.56,0.83,0.9,0.92,1.0,0.35,0.53,0.0,0.73,0.63,0.65,0.58
fw4spl.csv,0.89,0.02,0.77,1.06,0.84,0.86,1.15,0.68,0.83,0.96,0.79,0.87,0.86,0.66,0.69,0.81,0.85
glas.csv,0.68,0.66,0.58,0.59,0.78,0.64,0.6,0.9,0.09,0.46,0.78,0.62,0.52,0.42,0.59,0.69,0.55
grisbi.csv,0.7,0.66,0.65,0.37,0.65,0.65,0.03,0.97,0.67,0.48,0.6,0.71,0.61,0.67,0.55,0.65,0.79
gwanted.csv,0.82,0.98,1.0,0.94,0.21,1.0,0.92,1.0,1.0,0.35,0.72,0.64,1.0,1.0,0.69,0.91,0.52
lcfizvtop.csv,0.64,0.58,0.67,0.89,0.87,0.04,0.59,0.89,0.9,0.78,0.57,0.63,0.62,0.67,0.6,0.7,0.69
ldview.csv,0.05,0.8,0.73,0.91,0.76,0.83,0.82,0.48,0.82,0.78,0.32,0.64,0.68,0.73,0.84,0.76,0.86
libmesh.csv,0.64,0.96,0.94,0.95,0.84,1.0,0.63,0.23,0.92,0.83,0.56,0.85,0.76,0.67,0.89,0.8,0.93
mediaportal.csv,1.0,0.96,0.83,0.97,0.86,0.91,0.98,0.92,0.97,0.84,0.86,0.18,1.0,1.0,0.97,0.98,1.0
olex2.csv,0.86,0.67,0.51,0.56,0.58,0.62,0.42,0.91,0.7,0.84,0.74,0.56,0.88,0.59,0.79,0.07,0.65
oppna-program-hsatools.csv,0.68,0.8,0.95,0.02,0.79,0.86,0.37,0.93,0.73,1.0,0.71,0.91,0.47,0.89,0.84,0.53,1.07
qlc.csv,0.95,0.89,0.06,0.95,0.93,0.91,0.95,0.93,0.87,0.93,0.57,0.84,0.92,0.81,0.85,0.84,1.0
somap.csv,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,1.0,1.0
wxcode.csv,0.76,0.98,0.89,0.93,0.79,1.0,0.97,1.0,1.0,1.0,0.0,0.76,1.0,0.86,0.94,0.88,1.0
xcf.csv,0.57,0.57,0.63,0.88,0.69,0.48,0.65,0.89,0.61,0.99,0.58,0.56,0.68,0.59,0.03,0.61,0.35
