,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.53,0.2,0.18,0.74,0.17,0.14,0.67,0.56,0.3,0.93,0.17,0.21,0.11,0.98,0.51,0.5,0.26
arm-webradio.csv,0.33,0.17,0.17,0.66,0.24,0.27,0.77,0.47,0.42,0.8,0.13,0.31,0.17,0.53,0.68,0.5,1.0
codepurge.csv,0.5,0.23,0.25,0.91,0.24,0.42,1.0,0.3,0.43,0.77,0.25,0.3,1.0,0.43,0.86,0.62,0.58
fw4spl.csv,0.33,0.96,0.12,0.62,0.12,0.15,0.62,0.38,0.33,0.88,0.07,0.12,0.12,0.42,0.53,0.4,0.22
glas.csv,0.38,0.15,0.19,0.88,0.15,0.24,0.87,0.27,0.94,1.0,0.08,0.23,0.24,0.63,0.6,0.47,0.4
grisbi.csv,0.38,0.15,0.16,0.92,0.21,0.23,1.0,0.23,0.43,0.96,0.11,0.22,0.19,0.41,0.62,0.53,0.28
gwanted.csv,0.44,0.25,0.0,0.86,1.0,0.0,1.0,0.0,0.0,0.98,0.29,0.23,0.0,0.0,0.53,0.38,0.77
lcfizvtop.csv,0.42,0.21,0.18,0.7,0.17,0.85,0.93,0.24,0.44,0.94,0.12,0.28,0.2,0.64,0.7,0.47,0.85
ldview.csv,1.0,0.2,0.29,0.68,0.33,0.2,0.79,0.55,0.32,1.0,0.31,0.26,0.29,0.52,0.44,0.5,0.18
libmesh.csv,0.41,0.04,0.06,0.77,0.12,0.05,0.88,0.95,0.22,0.89,0.12,0.14,0.13,0.42,0.42,0.54,0.13
mediaportal.csv,0.0,0.22,0.43,0.8,0.17,0.5,1.0,0.5,1.0,0.93,0.2,0.89,0.0,0.0,0.52,0.2,0.0
olex2.csv,0.75,0.16,0.21,0.98,0.24,0.26,0.92,0.2,0.44,0.88,0.12,0.25,0.18,0.77,0.7,0.98,0.36
oppna-program-hsatools.csv,0.44,0.14,0.13,1.0,0.2,0.15,0.92,0.28,0.41,0.92,0.1,0.19,0.25,0.36,0.46,0.6,0.12
qlc.csv,0.5,0.09,1.0,0.67,0.25,0.5,0.67,0.4,0.33,1.0,0.43,0.26,0.4,0.53,0.71,0.59,0.0
somap.csv,0.36,0.13,0.14,0.82,0.15,0.19,0.82,0.36,0.4,0.99,0.08,0.19,0.14,0.38,0.53,0.46,0.27
wxcode.csv,1.0,0.2,0.2,1.0,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.48,0.0,0.6,1.0,0.7,0.0
xcf.csv,0.45,0.2,0.17,0.75,0.18,0.32,0.85,0.25,0.47,0.83,0.12,0.26,0.15,0.58,1.0,0.53,0.57
