,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.19,0.32,0.31,0.74,0.61,0.5,0.79,0.3,0.55,0.5,0.25,0.43,0.21,0.02,0.63,0.27,0.24
arm-webradio.csv,0.59,0.4,0.43,0.61,0.39,0.46,0.57,0.37,0.75,0.67,0.54,0.29,0.66,0.26,0.33,0.68,0.0
codepurge.csv,0.14,0.17,0.08,0.09,0.18,0.15,0.0,0.15,0.07,0.5,0.2,0.32,0.0,0.26,0.07,0.2,0.11
fw4spl.csv,0.84,0.01,0.46,0.78,0.5,0.73,0.93,0.5,0.64,0.83,0.54,0.33,0.78,0.56,0.5,0.65,0.75
glas.csv,0.49,0.46,0.56,0.35,0.39,0.33,0.36,0.72,0.04,0.0,0.32,0.42,0.3,0.24,0.4,0.51,0.3
grisbi.csv,0.41,0.58,0.56,0.3,0.61,0.62,0.0,0.78,0.45,0.33,0.53,0.69,0.59,0.44,0.43,0.62,0.77
gwanted.csv,0.14,0.01,0.01,0.04,0.0,0.04,0.0,0.04,0.0,0.17,0.07,0.38,0.0,0.03,0.5,0.14,0.05
lcfizvtop.csv,0.59,0.26,0.27,0.35,0.14,0.04,0.14,0.28,0.09,0.17,0.38,0.25,0.3,0.12,0.2,0.58,0.02
ldview.csv,0.0,0.13,0.1,0.3,0.1,0.17,0.29,0.28,0.42,0.0,0.14,0.29,0.14,0.17,0.3,0.24,0.52
libmesh.csv,0.51,0.23,0.3,0.87,0.58,0.42,0.29,0.02,0.33,0.5,0.49,0.3,0.43,0.39,0.73,0.15,0.27
mediaportal.csv,0.0,0.02,0.03,0.96,0.85,0.02,0.0,0.04,0.0,0.83,0.05,0.02,0.0,0.02,0.97,0.06,0.0
olex2.csv,0.03,0.33,0.43,0.04,0.35,0.29,0.29,0.35,0.33,0.5,0.2,0.44,0.1,0.08,0.1,0.01,0.26
oppna-program-hsatools.csv,0.27,0.78,0.95,0.0,0.79,0.73,0.36,0.83,0.35,1.0,0.7,0.9,0.34,0.86,0.73,0.32,0.82
qlc.csv,0.03,0.18,0.0,0.13,0.04,0.02,0.14,0.07,0.22,0.0,0.05,0.11,0.02,0.11,0.07,0.1,0.0
somap.csv,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,1.0,1.0
wxcode.csv,0.0,0.01,0.07,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.04,0.02
xcf.csv,0.46,0.31,0.39,0.7,0.43,0.31,0.57,0.26,0.45,0.67,0.57,0.53,0.41,0.2,0.0,0.56,0.2
