,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.44,0.3,0.26,0.57,0.27,0.21,0.44,0.62,0.32,0.68,0.27,0.29,0.14,0.99,0.56,0.39,0.24
arm-webradio.csv,0.41,0.26,0.26,0.36,0.35,0.39,0.53,0.52,0.56,0.35,0.22,0.4,0.27,0.49,0.67,0.62,1.0
codepurge.csv,0.32,0.27,0.2,0.31,0.26,0.43,0.29,0.17,0.14,0.24,0.37,0.39,1.0,0.37,0.52,0.47,0.49
fw4spl.csv,0.45,0.97,0.18,0.39,0.17,0.23,0.42,0.44,0.38,0.66,0.12,0.15,0.2,0.51,0.53,0.45,0.33
glas.csv,0.44,0.23,0.31,0.65,0.2,0.31,0.65,0.34,0.93,0.7,0.12,0.32,0.34,0.64,0.58,0.5,0.46
grisbi.csv,0.4,0.25,0.26,0.85,0.33,0.36,0.98,0.3,0.47,0.78,0.19,0.35,0.31,0.44,0.64,0.64,0.42
gwanted.csv,0.27,0.04,0.0,0.11,0.88,0.0,0.14,0.0,0.0,0.81,0.29,0.31,0.0,0.0,0.53,0.16,0.6
lcfizvtop.csv,0.54,0.3,0.25,0.28,0.16,0.92,0.58,0.19,0.17,0.38,0.2,0.34,0.28,0.44,0.54,0.53,0.46
ldview.csv,0.98,0.2,0.29,0.23,0.29,0.19,0.35,0.58,0.31,0.36,0.43,0.32,0.31,0.38,0.29,0.36,0.23
libmesh.csv,0.49,0.05,0.07,0.68,0.19,0.06,0.59,0.85,0.17,0.48,0.2,0.16,0.19,0.44,0.46,0.31,0.12
mediaportal.csv,0.0,0.07,0.24,0.82,0.29,0.15,0.03,0.13,0.05,0.91,0.17,0.86,0.0,0.0,0.67,0.03,0.0
olex2.csv,0.24,0.23,0.32,0.61,0.33,0.33,0.79,0.17,0.41,0.47,0.17,0.37,0.15,0.54,0.33,0.96,0.38
oppna-program-hsatools.csv,0.41,0.24,0.24,0.99,0.33,0.23,0.92,0.38,0.38,0.95,0.18,0.31,0.36,0.49,0.52,0.59,0.17
qlc.csv,0.09,0.11,0.97,0.1,0.11,0.15,0.11,0.13,0.22,0.13,0.43,0.2,0.14,0.29,0.26,0.26,0.0
somap.csv,0.53,0.23,0.24,0.9,0.25,0.31,0.9,0.53,0.57,0.99,0.16,0.32,0.25,0.55,0.68,0.63,0.42
wxcode.csv,0.38,0.04,0.14,0.14,0.27,0.0,0.06,0.0,0.0,0.0,1.0,0.32,0.0,0.24,0.12,0.2,0.0
xcf.csv,0.54,0.29,0.25,0.57,0.26,0.42,0.77,0.19,0.52,0.4,0.21,0.39,0.23,0.5,0.98,0.63,0.63
