,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.39,0.59,0.58,0.41,0.46,0.56,0.52,0.43,0.43,0.49,0.44,0.86,0.45,0.39,0.43,0.49,0.72,0.44,0.41,0.43
encog-cs.csv,0.4,0.48,0.63,0.46,0.43,0.46,0.43,0.57,0.47,0.45,0.47,0.41,0.49,0.45,0.44,0.52,0.42,0.62,0.48,0.92
extprosys.csv,0.45,0.42,0.58,0.41,0.4,0.48,0.72,0.51,0.4,0.38,0.5,0.35,0.55,0.37,0.41,0.46,0.46,0.48,0.7,0.94
freewrl.csv,0.29,0.41,0.48,0.34,0.37,0.41,0.38,0.38,0.45,0.38,0.41,0.34,0.39,0.4,0.37,0.4,0.61,0.37,0.5,0.55
fulguro.csv,0.41,0.58,0.65,0.54,0.52,0.43,0.9,0.62,0.62,0.86,0.53,0.44,0.97,0.38,0.86,0.51,0.4,0.97,0.34,0.76
geotools.csv,0.34,0.43,0.49,0.48,0.44,0.37,0.35,0.38,0.42,0.4,0.41,0.75,0.46,0.8,0.38,0.36,0.83,0.46,0.3,0.46
ibatisdb.csv,0.91,0.58,0.68,0.92,0.58,0.66,0.86,0.63,0.77,0.47,0.78,0.0,0.95,0.69,0.95,0.62,0.0,0.98,0.8,0.9
intact.csv,0.51,0.42,0.57,0.42,0.46,0.62,0.5,0.51,0.65,0.67,0.63,0.86,0.66,0.46,0.4,0.58,0.82,0.43,0.69,0.95
japano.csv,0.39,0.46,0.56,0.37,0.42,0.39,0.38,0.54,0.36,0.52,0.45,0.34,0.44,0.36,0.42,0.51,0.49,0.52,0.44,0.48
miranda-icq.csv,0.61,0.44,0.63,0.56,0.53,0.6,0.75,0.49,0.43,0.54,0.71,0.67,0.41,0.75,0.4,0.66,0.89,0.46,0.57,0.4
ofbiz.csv,0.39,0.46,0.52,0.48,0.62,0.44,0.5,0.45,0.55,0.42,0.6,0.75,0.49,0.69,0.46,0.55,0.67,0.45,0.39,0.62
opennms.csv,0.48,0.48,0.86,0.93,0.63,0.89,0.38,0.92,0.83,0.7,0.61,0.77,0.93,0.46,0.56,0.93,0.0,0.64,0.0,0.88
papertoolkit.csv,0.44,0.7,0.88,0.66,0.9,0.9,0.83,0.82,0.79,0.94,0.59,0.86,0.67,0.92,0.68,0.93,0.42,0.77,0.69,0.75
rohxel.csv,0.74,0.81,0.65,0.59,0.94,0.83,0.5,0.67,0.44,0.94,0.82,0.9,0.97,0.55,0.96,0.97,0.41,0.98,0.0,0.52
roolo.csv,0.42,0.5,0.53,0.49,0.38,0.41,0.67,0.66,0.56,0.48,0.78,0.36,0.44,0.43,0.43,0.51,0.4,0.44,0.4,0.49
sevenupdate.csv,0.3,0.55,0.47,0.35,0.38,0.33,0.36,0.47,0.37,0.39,0.4,0.33,0.38,0.39,0.39,0.42,0.36,0.42,0.32,0.39
soar.csv,0.41,0.52,0.47,0.42,0.39,0.35,0.39,0.51,0.47,0.39,0.43,0.92,0.39,0.37,0.47,0.44,0.73,0.43,0.31,0.41
web-cat.csv,0.37,0.68,0.52,0.42,0.4,0.42,0.41,0.55,0.36,0.47,0.51,0.33,0.37,0.43,0.41,0.46,0.36,0.46,0.5,0.42
