,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,4.0,13.0,7.0,6.0,6.0,1.0,0.0,2.0,6.0,12.0,0.0,0.0,0.0,4.0,30.0,0.0,4.0,3.0
decidr.csv,3.0,4.0,2.0,12.0,44.0,4.0,1.0,2.0,8.0,14.0,1.0,0.0,3.0,2.0,46.0,0.0,5.0,2.0
elmo.csv,16.0,8.0,0.0,7.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,52.0,3.0,2.0,2.0,0.0
gpac.csv,12.0,8.0,4.0,6.0,2.0,3.0,0.0,4.0,1.0,12.0,5.0,0.0,3.0,3.0,43.0,3.0,8.0,3.0
illumination.csv,284.0,8.0,3.0,1.0,25.0,95.0,0.0,2.0,360.0,14.0,4.0,102.0,232.0,3.0,43.0,0.0,2.0,337.0
img-browse-sort.csv,4.0,5.0,6.0,2.0,5.0,2.0,0.0,2.0,1.0,8.0,3.0,0.0,3.0,2.0,26.0,1.0,7.0,4.0
jajuk.csv,5.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,7.0,0.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0
ktc.csv,3.0,4.0,0.0,1.0,5.0,6.0,1.0,2.0,3.0,0.0,3.0,3.0,0.0,2.0,6.0,3.0,15.0,0.0
miranda.csv,6.0,71.0,0.0,3.0,2.0,95.0,0.0,2.0,11.0,2.0,1.0,0.0,3.0,0.0,32.0,50.0,5.0,0.0
neoengine.csv,4.0,8.0,0.0,4.0,14.0,4.0,0.0,2.0,1.0,7.0,2.0,0.0,3.0,1.0,56.0,0.0,11.0,3.0
nicepress.csv,6.0,6.0,2.0,10.0,8.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,14.0,0.0,6.0,3.0
omseek.csv,4.0,71.0,1.0,0.0,0.0,1.0,72.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,4.0,2.0,5.0,0.0
rosegarden.csv,7.0,11.0,8.0,7.0,10.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,36.0,0.0,2.0,0.0
smarttag.csv,11.0,11.0,2.0,3.0,27.0,2.0,0.0,0.0,8.0,6.0,1.0,3.0,1.0,0.0,37.0,7.0,6.0,0.0
sylpheed-claws.csv,11.0,8.0,3.0,1.0,22.0,5.0,2.0,2.0,9.0,16.0,8.0,0.0,1.0,2.0,98.0,6.0,7.0,2.0
vapor.csv,6.0,71.0,1.0,8.0,9.0,2.0,0.0,147.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,81.0,3.0
zorannt.csv,5.0,6.0,0.0,1.0,1.0,9.0,1.0,0.0,11.0,7.0,0.0,0.0,0.0,4.0,13.0,0.0,3.0,2.0
zscreen.csv,6.0,3.0,3.0,0.0,12.0,3.0,0.0,0.0,3.0,12.0,0.0,0.0,1.0,0.0,25.0,5.0,6.0,3.0
